PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,AREA_TYPE,NAICS,NAICS_TITLE,OWN_CODE,PCT_TOTAL,I_GROUP
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1081,"Education Teachers, Postsecondary",detailed,550,6.5,0.244,0.59,*,91900,1.8,*,*,*,*,*,44650,71030,79340,101180,147270,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,280,2.8,0.126,1.28,*,132020,0.5,*,*,*,*,*,61970,100240,127670,162230,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,1440,10,0.643,0.96,*,142810,6.4,*,*,*,*,*,46510,76970,118690,190170,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1122,"Communications Teachers, Postsecondary",detailed,290,2,0.13,0.67,*,124320,0.4,*,*,*,*,*,61970,92860,102430,162700,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1123,"English Language and Literature Teachers, Postsecondary",detailed,810,4.8,0.359,0.87,*,122270,2.3,*,*,*,*,*,61960,94480,123260,150490,172440,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,160,9.5,0.071,0.51,*,122450,4.8,*,*,*,*,*,60890,78780,121030,164530,200180,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1125,"History Teachers, Postsecondary",detailed,160,2,0.073,0.55,*,126560,0.4,*,*,*,*,*,62060,98660,120470,160730,207280,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,210,6.8,0.095,0.64,*,129190,2.8,*,*,*,*,*,74120,79340,101180,159270,#,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,60,30.1,0.027,1.42,*,135900,1.9,*,*,*,*,*,75490,117950,126510,151160,166910,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,290,2.9,0.131,1.33,*,121590,0.4,*,*,*,*,*,73780,99010,102990,131040,172250,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,1010,9.7,0.45,0.6,44.14,91800,3.5,22.37,28.17,37.42,56.36,73.49,46530,58600,77840,117230,152860,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2011,"Preschool Teachers, Except Special Education",detailed,9660,6.2,4.309,1.55,21.29,44290,3,16.79,17.54,21.21,22.35,28.38,34920,36490,44110,46490,59020,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2012,"Kindergarten Teachers, Except Special Education",detailed,**,**,**,**,*,81890,12.5,*,*,*,*,*,44420,49880,78110,100040,117300,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2021,"Elementary School Teachers, Except Special Education",detailed,14890,9.6,6.639,0.7,*,86920,2.9,*,*,*,*,*,57410,70830,90230,99270,117430,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,5100,35.5,2.276,0.54,*,107280,11,*,*,*,*,*,62070,76080,99820,129250,160870,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,12710,8.9,5.667,0.78,*,94450,4.3,*,*,*,*,*,57790,76940,98550,101460,128040,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2032,"Career/Technical Education Teachers, Secondary School",detailed,**,**,**,**,*,122160,5.9,*,*,*,*,*,78780,118540,119690,119690,162510,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2051,"Special Education Teachers, Preschool",detailed,80,49.5,0.035,0.23,*,72370,10.9,*,*,*,*,*,44430,63200,78780,79920,90240,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,1750,20.4,0.779,0.59,*,85490,6.4,*,*,*,*,*,48100,61860,79870,102260,124360,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2057,"Special Education Teachers, Middle School",detailed,470,47.6,0.208,0.37,*,117940,16.3,*,*,*,*,*,62070,78780,125310,159510,161270,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2058,"Special Education Teachers, Secondary School",detailed,830,19.2,0.371,0.36,*,95580,8.9,*,*,*,*,*,56460,65330,100680,117370,146520,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-2059,"Special Education Teachers, All Other",detailed,510,25.9,0.228,0.85,*,84340,11,*,*,*,*,*,42710,55420,71970,101930,129430,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,870,10.7,0.388,1.43,43.15,89740,3.2,26.61,36.25,39.3,49.94,56.19,55360,75390,81740,103870,116870,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-3021,Self-Enrichment Teachers,detailed,6450,7.5,2.876,1.87,28.86,60020,3.5,16.81,18.15,23.01,34.09,46.57,34950,37750,47850,70910,96870,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-3031,"Substitute Teachers, Short-Term",detailed,5370,13.2,2.394,0.9,22.95,47740,2.2,17.81,18.13,21.28,23.1,29.16,37050,37710,44260,48050,60660,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-3041,Tutors,detailed,4660,5.1,2.078,1.99,22.27,46330,4.4,16.36,16.83,18.34,22.56,33.45,34020,35000,38150,46920,69570,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-3099,"Teachers and Instructors, All Other",detailed,2430,12,1.085,0.93,*,77020,6.2,*,*,*,*,*,35310,47130,70750,90260,124230,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-4011,Archivists,detailed,90,35,0.041,0.95,31.91,66380,21.1,17.69,21.67,27.47,38.14,49.98,36790,45080,57140,79340,103960,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-4012,Curators,detailed,320,21.3,0.144,1.84,45.2,94020,2.5,28.08,36.09,45.93,56.04,60.35,58400,75080,95530,116560,125530,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-4013,Museum Technicians and Conservators,detailed,390,9.6,0.172,2.22,30.73,63920,1.9,20.75,25.5,29.33,36.8,37.6,43170,53040,61010,76540,78210,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-4022,Librarians and Media Collections Specialists,detailed,1580,5.3,0.703,0.77,43.26,89990,2.5,28.4,30.84,38.89,48.59,60.25,59060,64150,80890,101070,125310,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-4031,Library Technicians,detailed,930,10.3,0.416,0.8,28.82,59950,2,18.27,23.17,28.01,35.63,37.56,38000,48190,58250,74120,78130,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-9031,Instructional Coordinators,detailed,1850,8.9,0.825,0.63,37.68,78370,3.4,22.5,28.13,36.05,47.3,60.49,46810,58500,74990,98380,125820,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-9044,"Teaching Assistants, Postsecondary",detailed,1720,3,0.769,0.89,*,49960,0.5,*,*,*,*,*,35380,35510,56860,56860,56860,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-9045,"Teaching Assistants, Except Postsecondary",detailed,13780,6.7,6.145,0.73,*,42820,1.9,*,*,*,*,*,30040,36390,43920,46860,55900,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",25-9099,"Educational Instruction and Library Workers, All Other",detailed,8250,6.6,3.68,3.32,31.04,64560,3,17,17.96,27.51,37.01,53.92,35350,37360,57220,76980,112150,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,38990,2.7,17.388,1.35,42.8,89010,1.7,18.2,25.99,37.1,50.25,75.71,37860,54070,77180,104530,157470,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1011,Art Directors,detailed,1430,5.9,0.637,2.13,75.63,157310,3.4,39.08,49.8,71.7,96.61,#,81280,103570,149130,200960,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,160,22.3,0.073,1.09,34.69,72140,8.2,16.88,22.65,31.6,44.71,51.43,35100,47110,65730,92990,106980,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1014,Special Effects Artists and Animators,detailed,1310,16.3,0.584,4.02,57.23,119040,5.2,31.54,43.89,56.98,64.89,80.69,65590,91300,118520,134960,167840,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1019,"Artists and Related Workers, All Other",detailed,50,21,0.024,0.46,44.06,91650,4.4,29.84,35.31,39.07,47.58,64.84,62070,73450,81270,98970,134870,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1021,Commercial and Industrial Designers,detailed,710,13.7,0.315,1.59,50.02,104050,4.7,27.98,36.46,47.75,60.82,77.55,58200,75840,99320,126510,161290,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1022,Fashion Designers,detailed,500,10.1,0.224,1.63,47.95,99730,3,30.59,36.6,45.65,56.88,63.16,63630,76130,94950,118310,131370,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1023,Floral Designers,detailed,610,10,0.27,1.06,19.44,40430,2.3,14.68,17,17.65,21.97,22.95,30530,35360,36710,45690,47740,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1024,Graphic Designers,detailed,4670,5.9,2.084,1.44,40.42,84070,2.7,21.24,27.23,37.58,48,62.9,44190,56640,78170,99840,130830,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1025,Interior Designers,detailed,1930,9.1,0.861,1.96,39.07,81260,3.7,22.79,29.83,37.62,48.02,59.74,47410,62050,78240,99880,124270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1026,Merchandise Displayers and Window Trimmers,detailed,2470,6.1,1.103,0.97,22.09,45950,1.5,16.87,17.81,20.88,22.95,29.01,35090,37040,43420,47740,60350,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1027,Set and Exhibit Designers,detailed,160,17,0.069,1.43,31.05,64590,5.3,18.2,23.44,29.13,37.13,44.71,37860,48760,60590,77240,93000,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-1029,"Designers, All Other",detailed,430,14.9,0.191,2.64,47.96,99750,12.5,23,26.48,47.58,60.24,75.89,47850,55070,98970,125300,157850,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2011,Actors,detailed,**,**,**,**,34.34,*,16,14.44,20.68,27.87,42.62,60.79,*,*,*,*,*,,TRUE,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2012,Producers and Directors,detailed,3650,13,1.627,1.66,59.93,124650,4.3,29.17,35.76,49.91,77.75,#,60670,74380,103820,161730,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2022,Coaches and Scouts,detailed,2110,12.8,0.943,0.69,*,64380,4.3,*,*,*,*,*,33650,36390,54140,74300,113730,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2023,"Umpires, Referees, and Other Sports Officials",detailed,50,32.1,0.023,0.33,*,43720,7.2,*,*,*,*,*,35630,35630,36660,44580,55890,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2031,Dancers,detailed,200,23.3,0.088,3.23,32.43,*,18.7,14.77,17.74,24.15,46.59,58.73,*,*,*,*,*,,TRUE,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2032,Choreographers,detailed,60,42.5,0.027,0.95,38.35,79760,11.1,22.79,26.08,42.47,42.48,47.7,47410,54240,88340,88350,99220,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2041,Music Directors and Composers,detailed,150,36.5,0.067,0.99,36.1,75080,10.2,14.7,17.91,30.04,43.06,60.49,30570,37240,62480,89560,125820,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2042,Musicians and Singers,detailed,680,14.8,0.302,1.77,54.39,*,6.4,17.85,29.13,49.42,63.17,90.38,*,*,*,*,*,,TRUE,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-2091,"Disc Jockeys, Except Radio",detailed,100,46.1,0.043,1.28,23.55,*,14,17.91,17.91,18.64,27.61,27.91,*,*,*,*,*,,TRUE,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,370,31.3,0.165,0.95,35.65,74150,12.2,16.62,17.59,28.12,43.78,61.61,34560,36590,58480,91070,128150,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3023,"News Analysts, Reporters, and Journalists",detailed,540,24.4,0.24,0.86,31.5,65520,6.8,17.73,21.13,27.34,36.65,46.57,36880,43940,56860,76240,96870,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3031,Public Relations Specialists,detailed,4990,4.5,2.224,1.29,42.35,88090,5.7,22.79,27.96,37.24,47.79,64.51,47410,58150,77450,99400,134170,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3041,Editors,detailed,2390,19.1,1.068,1.69,41.27,85850,5,20.89,29.36,37.42,47.38,60.74,43450,61070,77840,98540,126330,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3042,Technical Writers,detailed,1000,5.7,0.447,1.32,55.22,114860,2.3,26.67,36.46,49.54,64.89,80.59,55480,75850,103040,134960,167620,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3043,Writers and Authors,detailed,1430,10,0.637,1.82,57.03,118620,7.9,28.5,34,48.19,64.51,#,59290,70710,100240,134170,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3091,Interpreters and Translators,detailed,1170,10.2,0.522,1.41,40.82,84910,5.8,22.66,28.35,39.51,49.67,59.13,47130,58970,82180,103310,122990,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3092,Court Reporters and Simultaneous Captioners,detailed,320,8.4,0.142,1.63,52.84,109910,2.7,31.29,49.18,60.24,62.31,64.04,65090,102300,125310,129590,133190,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-3099,"Media and Communication Workers, All Other",detailed,780,8.4,0.348,2.96,38.39,79840,2.7,21.56,29.63,37.51,46.93,57.68,44840,61620,78010,97600,119960,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4011,Audio and Video Technicians,detailed,1200,17,0.536,1.49,30.35,63130,4.5,17.15,22.46,28.59,36.66,46.75,35660,46730,59470,76250,97240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4012,Broadcast Technicians,detailed,410,30.8,0.185,1.03,25.18,52370,14.2,16.6,16.61,17.08,36.35,45,34530,34540,35530,75600,93600,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4014,Sound Engineering Technicians,detailed,220,22.3,0.097,1.26,40.83,84930,9.1,21.34,28.21,33.66,49.1,64.31,44390,58680,70000,102120,133770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4015,Lighting Technicians,detailed,150,41.5,0.065,2.13,24.71,51400,8.9,14.82,17.7,21.93,28.75,35.61,30830,36820,45610,59800,74060,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4021,Photographers,detailed,770,15.5,0.342,1.26,31.8,66140,6.4,16.75,20.91,28.41,41.42,49.21,34850,43490,59100,86160,102350,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4031,"Camera Operators, Television, Video, and Film",detailed,320,29.5,0.142,0.99,33.64,69970,4.9,20.67,26.08,27.72,39.11,48.54,43000,54240,57660,81350,100970,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4032,Film and Video Editors,detailed,710,12.5,0.318,1.6,42.75,88920,6.4,21.32,26.83,35.06,56.56,76.91,44350,55810,72930,117650,159970,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",27-4099,"Media and Communication Equipment Workers, All Other",detailed,320,18.6,0.141,1.2,32.02,66600,5.4,14.8,18.05,27,42.61,56.75,30780,37550,56150,88640,118040,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-0000,Healthcare Practitioners and Technical Occupations,major,114160,1.1,50.914,0.82,64.85,134890,2.3,26.85,37.22,59.29,79.63,99.95,55860,77420,123310,165620,207890,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1011,Chiropractors,detailed,**,**,**,**,45.86,95380,11.2,29.7,36.32,37.41,57.81,62.54,61770,75550,77810,120250,130070,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1021,"Dentists, General",detailed,2250,20.9,1.003,1.3,87.36,181700,12.9,30.1,49.79,81.18,#,#,62610,103560,168840,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1031,Dietitians and Nutritionists,detailed,950,10.6,0.423,0.89,46.87,97490,5,28.71,37.75,46.04,57.15,60.95,59730,78520,95750,118870,126770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1041,Optometrists,detailed,1100,14.6,0.489,1.78,65.05,135310,3.4,48.37,48.51,61.86,78.25,97.46,100610,100890,128670,162760,202710,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1051,Pharmacists,detailed,4040,5.3,1.801,0.81,78.77,163840,1.4,61.62,74.22,79.28,92.76,96.48,128160,154370,164900,192940,200680,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1071,Physician Assistants,detailed,1760,14.9,0.786,0.83,78.92,164150,2.9,61.6,63.12,80.18,90.79,#,128130,131290,166770,188850,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1081,Podiatrists,detailed,50,39.5,0.023,0.36,89.08,185290,9,27.69,62.35,91.21,#,#,57600,129690,189720,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1122,Occupational Therapists,detailed,1530,9.1,0.682,0.75,54.43,113210,2.5,37.53,47.64,56.21,61.21,71.16,78060,99090,116920,127320,148020,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1123,Physical Therapists,detailed,3050,5.9,1.362,0.85,56.91,118370,2.1,37.96,48.32,57.72,62.71,73.24,78950,100500,120060,130440,152340,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1124,Radiation Therapists,detailed,170,2.1,0.076,0.66,76.76,159660,0.4,56.9,72.12,78.19,79.63,99.86,118360,150020,162620,165620,207700,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1125,Recreational Therapists,detailed,160,10,0.07,0.58,35.87,74600,3.1,22.84,26.98,36.33,45.4,48.02,47510,56120,75570,94430,99880,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1126,Respiratory Therapists,detailed,1840,2.5,0.822,0.87,52.56,109330,0.6,35.83,45.43,56.98,60.7,61.87,74530,94490,118520,126250,128690,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1127,Speech-Language Pathologists,detailed,1590,7.1,0.709,0.68,56.85,118260,2.1,37.53,47.91,58.8,61.24,72.26,78060,99640,122300,127370,150300,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1129,"Therapists, All Other",detailed,**,**,**,**,42.22,87810,5.2,29.87,29.98,37.9,38.33,57.71,62140,62360,78830,79720,120040,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1131,Veterinarians,detailed,1000,5,0.446,0.81,69.44,144440,3.9,35.97,47.17,60.77,78.98,#,74810,98110,126410,164290,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1141,Registered Nurses,detailed,41160,1,18.357,0.85,72.9,151640,0.5,47.24,58,75.89,81.64,98.68,98260,120640,157860,169820,205260,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1161,Nurse Midwives,detailed,240,5.8,0.109,1.98,78.27,162800,3,27.39,73.19,80.16,#,#,56980,152230,166730,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1171,Nurse Practitioners,detailed,2550,8.7,1.137,0.68,85.18,177160,1.7,61.56,72.59,80.16,#,#,128050,150990,166730,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1181,Audiologists,detailed,180,33.1,0.082,0.87,55.98,116450,2.2,47.6,48.68,60.02,62.23,63.13,99020,101240,124830,129440,131310,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1213,Dermatologists,detailed,**,**,**,**,#,#,3.3,#,#,#,#,#,#,#,#,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1215,Family Medicine Physicians,detailed,2430,17.9,1.082,1.48,132.32,275220,6.5,48.54,79.9,#,#,#,100970,166190,#,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1216,General Internal Medicine Physicians,detailed,200,36.3,0.088,0.21,109.68,228130,15.4,34.12,35.52,84.96,#,#,70960,73890,176710,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1218,Obstetricians and Gynecologists,detailed,**,**,**,**,181.72,377980,9.8,96.24,#,#,#,#,200180,#,#,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1221,"Pediatricians, General",detailed,**,**,**,**,132.95,276530,10.5,76.24,94.24,#,#,#,158580,196030,#,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1223,Psychiatrists,detailed,470,31,0.21,1.16,173.43,360740,4.9,82.36,#,#,#,#,171310,#,#,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1229,"Physicians, All Other",detailed,2760,14.1,1.231,0.68,125,260010,7.2,35.52,45.21,#,#,#,73890,94040,#,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1242,"Orthopedic Surgeons, Except Pediatric",detailed,**,**,**,**,#,#,13.1,#,#,#,#,#,#,#,#,#,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1291,Acupuncturists,detailed,560,16.2,0.248,4.81,41.51,86340,17.2,17.98,18.02,29.23,62.23,77.55,37400,37470,60800,129440,161290,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1292,Dental Hygienists,detailed,3270,26,1.458,0.99,57.37,119320,3.1,37.64,57.1,60.38,61.01,62.23,78280,118760,125590,126900,129440,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,320,12.9,0.142,0.76,47.93,99690,8.2,17.99,31.33,46.71,59.44,74.49,37430,65170,97160,123640,154940,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2010,Clinical Laboratory Technologists and Technicians,detailed,4380,6.4,1.955,0.86,36.7,76330,1.4,20.92,26.64,36.96,38.4,56.58,43510,55400,76870,79880,117680,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2031,Cardiovascular Technologists and Technicians,detailed,440,5.3,0.194,0.49,43.08,89600,1.5,26.75,34.31,37.89,55.4,71.81,55640,71360,78820,115230,149360,,,4,0,Cross-industry,1235,,cross-industry
