PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,OCC_GROUP,...28,...29,O_GROUP,LOC_QUOTIENT,AREA_TYPE,NAICS,NAICS_TITLE,OWN_CODE,PCT_TOTAL,I_GROUP
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2071,Credit Counselors,NA,150,30.1,0.133,0.53,25.93,53940,4.6,16.54,19.47,23.58,29.73,39.49,34400,40500,49040,61840,82150,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2072,Loan Officers,NA,3090,16,2.769,1.28,41.06,85410,4.4,15.46,22.07,31.13,49.62,82.61,32160,45900,64740,103200,171830,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2081,"Tax Examiners and Collectors, and Revenue Agents",NA,270,1.4,0.241,0.61,43.81,91120,2.3,29.42,35.52,41.75,54.17,59.46,61190,73880,86830,112670,123670,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2082,Tax Preparers,NA,1160,20.1,1.035,2.15,35.48,73790,7.7,17.5,23.53,30.7,47.24,58.53,36390,48950,63860,98250,121750,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",13-2099,"Financial Specialists, All Other",NA,2120,14.7,1.903,2.15,48.99,101900,5.6,24.4,30.85,44.62,60.18,80.9,50740,64160,92820,125170,168280,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-0000,Computer and Mathematical Occupations,NA,93670,4,83.902,2.81,60.04,124880,2.5,31.87,42.96,57.72,73.38,90.12,66280,89370,120050,152620,187450,NA,NA,2017,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1111,Computer and Information Research Scientists,NA,990,31,0.888,4.54,62.31,129600,8.7,13.9,45.59,63.06,80.53,96.65,28920,94830,131170,167500,201020,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1121,Computer Systems Analysts,NA,11450,11.8,10.26,2.51,58.84,122380,1.8,37.73,45.82,56.69,69.7,81.76,78480,95300,117920,144980,170060,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1122,Information Security Analysts,NA,1650,22.5,1.481,2.01,55.4,115240,1.5,28.65,41.84,55.91,69.89,80.74,59600,87030,116280,145370,167940,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1131,Computer Programmers,NA,4600,10.4,4.121,2.37,50.91,105890,2.8,28.39,40.35,50.8,62.33,75.93,59050,83920,105660,129640,157930,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1132,"Software Developers, Applications",NA,30120,9.6,26.983,4.53,70.96,147590,5.7,40.55,52.91,66.36,79.98,#,84340,110060,138040,166350,#,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1133,"Software Developers, Systems Software",NA,11200,10.6,10.033,3.62,66.39,138080,1.4,43.1,52.91,65.46,77.7,92.88,89640,110040,136150,161610,193190,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1134,Web Developers,NA,3870,7.2,3.463,3.92,54.76,113910,2.2,31.33,40.9,53.77,68.58,79.69,65160,85080,111840,142640,165760,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1141,Database Administrators,NA,1640,14.9,1.465,1.84,51.29,106680,1.6,30.87,38.06,51.56,63.95,75.19,64220,79160,107240,133030,156390,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1142,Network and Computer Systems Administrators,NA,4740,7.7,4.246,1.61,53.57,111420,3.6,29.57,39.78,51.49,68.26,78.8,61510,82740,107100,141970,163910,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1143,Computer Network Architects,NA,2630,17.9,2.356,2.13,63.12,131290,3.2,33.86,49.21,64.08,77.03,91.79,70430,102350,133280,160210,190920,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1151,Computer User Support Specialists,NA,8500,7.3,7.613,1.77,35.11,73020,1.7,20.01,27.32,34.16,43.08,50.45,41610,56830,71050,89610,104930,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1152,Computer Network Support Specialists,NA,1690,13.8,1.516,1.16,39.13,81390,2.2,21.89,30.09,37.21,48.93,59.57,45530,62590,77390,101780,123900,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-1199,"Computer Occupations, All Other",NA,7790,8.9,6.976,3.15,56.91,118380,1.6,29.3,39.95,54.45,70.03,86.8,60950,83100,113270,145660,180530,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2011,Actuaries,NA,300,40.1,0.271,2.01,63.82,132750,7.4,32.19,43.77,64.08,76.46,93.47,66960,91040,133280,159030,194410,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2021,Mathematicians,NA,110,42.9,0.102,5.32,58.38,121420,4.4,38.9,54.09,60.08,67.3,76.59,80920,112500,124960,139970,159310,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2031,Operations Research Analysts,NA,1540,10.7,1.384,1.86,54.02,112360,2.9,30.83,38.82,53.16,67.16,82.6,64120,80750,110570,139690,171810,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",15-2041,Statisticians,NA,820,7.7,0.738,2.88,58.56,121800,5.1,34.73,43.84,57.71,72.75,86.66,72240,91180,120040,151330,180260,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-0000,Architecture and Engineering Occupations,NA,23940,4.6,21.446,1.21,51.54,107200,1.9,28.52,36.12,49.19,64.34,78.6,59320,75120,102310,133840,163480,NA,NA,2017,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1011,"Architects, Except Landscape and Naval",NA,3110,8.7,2.787,3.85,47.31,98410,3.3,31.12,35.76,44.62,57.78,70.43,64730,74380,92810,120190,146490,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1012,Landscape Architects,NA,110,19.6,0.095,0.71,45.7,95070,4.1,27.51,31.79,46.08,56.15,64.25,57220,66120,95850,116800,133640,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1021,Cartographers and Photogrammetrists,NA,160,47.4,0.147,1.83,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-1022,Surveyors,NA,160,33.5,0.143,0.47,42.79,89010,3.4,27.81,35.68,43.75,49.72,58.33,57850,74210,91010,103410,121320,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2031,Biomedical Engineers,NA,400,8.1,0.36,2.55,43.66,90820,7.4,24.81,34.28,43.95,53.17,61.05,51590,71310,91410,110600,126980,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2041,Chemical Engineers,NA,250,14.5,0.226,0.96,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2051,Civil Engineers,NA,4120,12.6,3.695,1.76,55.59,115630,2.3,34.02,41.37,53.36,67.63,84.1,70770,86060,110980,140670,174930,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2061,Computer Hardware Engineers,NA,2200,30.7,1.97,4.21,70.86,147380,1.8,43.99,54.68,68.72,81.03,98.9,91510,113730,142940,168550,205710,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2071,Electrical Engineers,NA,1740,25.2,1.557,1.21,58.07,120780,3,36,46.55,58.86,70.66,78.97,74880,96820,122420,146970,164260,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2072,"Electronics Engineers, Except Computer",NA,1290,23.3,1.157,1.22,59.26,123250,1.9,40.3,47.08,57.97,70.92,81.45,83820,97920,120570,147520,169420,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2081,Environmental Engineers,NA,750,22.3,0.673,1.82,50.76,105580,4.9,32.76,39.33,52.01,61.06,64.41,68140,81800,108180,127010,133970,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",NA,150,25.5,0.135,0.73,55.09,114580,5.3,35.99,44.97,54.9,62.29,71.4,74860,93540,114180,129560,148510,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2112,Industrial Engineers,NA,930,8.2,0.834,0.45,56.03,116540,2.1,36.84,46.31,56.62,65.2,76.83,76620,96320,117770,135610,159800,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2141,Mechanical Engineers,NA,1040,14.6,0.93,0.45,58.25,121150,3.4,34.73,42.54,57.29,73.92,87.62,72240,88490,119160,153740,182260,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-2199,"Engineers, All Other",NA,1550,13.6,1.384,1.5,56.19,116870,1.6,35.32,46.35,57.2,68.33,77.2,73460,96410,118970,142120,160580,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3011,Architectural and Civil Drafters,NA,1630,12.8,1.456,2.16,33.07,68780,2.4,23.04,27.28,32.83,38.11,45.11,47920,56730,68290,79260,93830,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3012,Electrical and Electronics Drafters,NA,160,37.2,0.147,0.8,32.72,68070,3.5,22.31,26.59,29.89,37.95,47.68,46410,55310,62170,78930,99160,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3013,Mechanical Drafters,NA,170,26.1,0.148,0.36,36.13,75140,6.2,20.14,24.76,35.31,46.02,56.18,41880,51500,73440,95730,116850,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3019,"Drafters, All Other",NA,**,**,**,**,32.41,67410,4.5,25.48,27.29,30.3,36.34,44.21,53000,56760,63020,75590,91950,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3022,Civil Engineering Technicians,NA,590,12,0.53,1.06,29.19,60720,2.8,21.82,26.34,29.22,31.92,37.18,45380,54780,60770,66400,77340,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3023,Electrical and Electronics Engineering Technicians,NA,1300,26.1,1.163,1.29,33.47,69620,4.2,19.38,25.35,32.78,40.53,48.64,40310,52730,68190,84300,101170,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3024,Electro-Mechanical Technicians,NA,130,32.3,0.119,1.3,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3025,Environmental Engineering Technicians,NA,140,34.5,0.123,1,36.9,76760,10.5,19.31,26.15,32.17,52.79,59.73,40170,54400,66910,109810,124250,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3026,Industrial Engineering Technicians,NA,70,26.3,0.059,0.13,33.81,70320,6.3,19.81,24.43,32.52,42.57,49.65,41200,50810,67640,88550,103270,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3027,Mechanical Engineering Technicians,NA,200,28.7,0.177,0.58,30.6,63650,6.5,17.41,22.02,31.05,38.51,45.62,36210,45800,64590,80100,94900,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3029,"Engineering Technicians, Except Drafters, All Other",NA,490,23.1,0.436,0.81,36.13,75150,3.9,23.75,29.87,36.02,43.12,49.56,49400,62140,74930,89680,103070,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",17-3031,Surveying and Mapping Technicians,NA,130,17.7,0.118,0.32,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-0000,"Life, Physical, and Social Science Occupations",NA,19210,4.1,17.209,2.14,46.57,96870,5.7,21.53,28.29,42.59,59.14,76.14,44780,58840,88590,123010,158370,NA,NA,2017,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1012,Food Scientists and Technologists,NA,**,**,**,**,40.68,84610,9.6,20.67,27.14,37.19,50.4,68.55,43000,56450,77360,104840,142590,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1021,Biochemists and Biophysicists,NA,1030,23.9,0.925,4.81,51.63,107390,5.4,24.85,35.31,50.14,61.26,82,51680,73430,104290,127420,170570,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1022,Microbiologists,NA,550,20.8,0.492,3.21,54.34,113020,15,23.76,32.69,52.84,71.78,85.92,49430,67990,109900,149310,178700,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1023,Zoologists and Wildlife Biologists,NA,**,**,**,**,45.19,93990,5.2,19.48,34.46,52.16,57.97,61.58,40520,71680,108500,120580,128080,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1029,"Biological Scientists, All Other",NA,1560,13.9,1.397,5.3,46.82,97400,3.7,28.73,39.52,47.23,56.17,62.5,59770,82210,98230,116830,129990,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1031,Conservation Scientists,NA,**,**,**,**,45.95,95570,4.3,25.64,33.82,45.33,57.27,72.21,53330,70340,94280,119130,150200,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1041,Epidemiologists,NA,140,2.5,0.128,2.66,50.34,104700,4.8,32.3,37.04,50.46,59.53,67.08,67180,77030,104960,123810,139520,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-1042,"Medical Scientists, Except Epidemiologists",NA,4900,6,4.39,5.6,47.4,98600,13.9,21.73,25.83,36.53,59.01,88.02,45200,53730,75970,122730,183090,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-2012,Physicists,NA,**,**,**,**,65.71,136670,2.7,50.72,56.02,64.95,75.09,82.95,105500,116530,135090,156180,172540,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-2031,Chemists,NA,1710,10.7,1.531,2.59,56.64,117820,7.4,28.14,38.05,50.56,69.84,91.54,58530,79150,105160,145280,190390,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-2032,Materials Scientists,NA,60,36.8,0.055,1.05,52.23,108630,4.7,37.35,44.04,52,62.43,71.56,77690,91610,108160,129840,148840,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-2041,"Environmental Scientists and Specialists, Including Health",NA,1070,16.7,0.96,1.67,49.93,103860,5.2,26.86,34.95,51.39,62.76,74.16,55860,72700,106900,130540,154250,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-2042,"Geoscientists, Except Hydrologists and Geographers",NA,220,12.8,0.194,0.97,52.42,109040,2.1,29.69,41.66,51.49,63.82,77.83,61750,86660,107090,132750,161900,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-2043,Hydrologists,NA,60,37.2,0.052,1.17,49.61,103180,5.7,33.01,40.19,49.63,58.85,64.42,68650,83600,103220,122400,134000,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-2099,"Physical Scientists, All Other",NA,450,25.4,0.407,3.35,59.05,122810,3.7,35.12,48.13,59.45,69.02,82.9,73040,100100,123660,143560,172430,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-3011,Economists,NA,270,29.8,0.243,1.78,58.58,121840,5.9,33.61,43.73,54.35,69.23,84.1,69900,90960,113050,144000,174940,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-3022,Survey Researchers,NA,100,22.1,0.092,1.16,38.82,80740,11.9,15.54,22.19,32.74,49.23,66.93,32320,46150,68100,102400,139210,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-3031,"Clinical, Counseling, and School Psychologists",NA,750,14.9,0.672,0.89,53.46,111190,9.4,29.1,38.21,49.79,60.14,82.07,60520,79480,103550,125090,170710,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-3039,"Psychologists, All Other",NA,140,5.5,0.129,1.43,48.75,101390,3.3,24.15,40.28,54.49,61.1,64.41,50220,83780,113340,127090,133960,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-3041,Sociologists,NA,**,**,**,**,49.35,102650,4.3,32.06,37.36,51.23,59.18,68.8,66690,77710,106560,123090,143100,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-3051,Urban and Regional Planners,NA,520,7.6,0.461,1.86,50.4,104820,2.4,33.31,39.85,50.32,60.05,69.16,69290,82890,104670,124900,143860,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-3099,"Social Scientists and Related Workers, All Other",NA,430,37,0.386,1.55,40.68,84610,2.9,30.4,33.4,37.76,46.62,57.09,63230,69480,78550,96960,118740,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-4011,Agricultural and Food Science Technicians,NA,330,48.5,0.295,1.99,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-4021,Biological Technicians,NA,1170,11.8,1.051,2,28.4,59080,2.2,17.24,21.52,26.43,34.06,43.03,35850,44770,54970,70840,89510,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-4031,Chemical Technicians,NA,350,23.4,0.311,0.69,26.58,55280,8.9,15.44,17.69,22.74,33.61,46.16,32120,36790,47310,69900,96020,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-4061,Social Science Research Assistants,NA,460,21.5,0.411,1.86,26.48,55080,5.3,15.11,19.35,24.3,30.37,41.33,31430,40260,50540,63170,85970,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-4091,"Environmental Science and Protection Technicians, Including Health",NA,270,19.7,0.242,1.05,30.56,63560,10,17.79,21.18,29.8,39.99,46.53,37000,44050,61980,83180,96770,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-4092,Forensic Science Technicians,NA,70,22.9,0.063,0.59,42.62,88660,3,29.08,33.58,38.84,53.9,61.14,60490,69840,80790,112120,127170,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",19-4099,"Life, Physical, and Social Science Technicians, All Other",NA,410,18.5,0.368,0.79,32.82,68270,4.8,18.96,23.56,31.18,41.63,48.59,39450,49000,64860,86590,101060,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",21-0000,Community and Social Service Occupations,NA,15170,9.3,13.589,0.92,28.27,58800,5.1,13.52,18.34,26.04,35.92,47.19,28130,38140,54160,74710,98160,NA,NA,2017,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",21-1012,"Educational, Guidance, School, and Vocational Counselors",NA,1410,16,1.26,0.66,29.21,60750,9.2,11.57,19.74,25.82,35.05,50.95,24050,41050,53710,72910,105970,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",21-1013,Marriage and Family Therapists,NA,890,33.5,0.797,2.65,27.9,58030,8.8,16.01,20.75,27.11,30.96,44.33,33290,43150,56380,64390,92220,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",21-1015,Rehabilitation Counselors,NA,**,**,**,**,16,33270,4.6,10.67,11.36,12.99,16.87,28.47,22200,23620,27010,35090,59210,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,41884,"San Francisco-Redwood City-South San Francisco, CA Metropolitan Division",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",NA,1500,13.5,1.339,0.79,26.67,55480,8,15.74,18.91,23.67,32.25,45.43,32740,39340,49230,67070,94490,NA,NA,2017,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
