AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,29-2041,Emergency Medical Technicians and Paramedics,,1400.0,3.4,2.176,1.22,24.11,50140.0,7.1,14.54,22.12,23.65,26.1,30.31,30250.0,46010.0,49200.0,54280.0,63050.0,,
11,DC,District of Columbia,29-2051,Dietetic Technicians,,80.0,1.9,0.124,0.68,16.16,33610.0,6.3,9.95,10.94,13.76,17.63,30.67,20690.0,22760.0,28610.0,36670.0,63800.0,,
11,DC,District of Columbia,29-2052,Pharmacy Technicians,,780.0,14.4,1.213,0.45,18.37,38200.0,5.5,11.11,13.65,17.58,21.63,28.55,23110.0,28400.0,36580.0,44980.0,59390.0,,
11,DC,District of Columbia,29-2053,Psychiatric Technicians,,160.0,22.5,0.248,0.46,15.25,31720.0,3.3,10.9,12.24,14.24,17.16,20.66,22670.0,25450.0,29620.0,35690.0,42970.0,,
11,DC,District of Columbia,29-2055,Surgical Technologists,,820.0,20.1,1.269,1.72,21.08,43840.0,2.9,13.99,16.78,20.65,25.12,28.66,29100.0,34900.0,42950.0,52240.0,59600.0,,
11,DC,District of Columbia,29-2056,Veterinary Technologists and Technicians,,70.0,10.8,0.11,0.18,17.0,35360.0,7.1,11.88,13.41,16.68,20.66,23.77,24720.0,27900.0,34700.0,42960.0,49430.0,,
11,DC,District of Columbia,29-2061,Licensed Practical and Licensed Vocational Nurses,,1250.0,13.4,1.942,0.34,23.89,49690.0,1.8,18.78,21.02,24.21,26.64,28.83,39060.0,43710.0,50360.0,55410.0,59960.0,,
11,DC,District of Columbia,29-2071,Medical Records and Health Information Technicians,,710.0,19.5,1.097,0.78,21.45,44620.0,2.8,12.87,15.9,20.57,25.52,31.32,26760.0,33070.0,42790.0,53070.0,65150.0,,
11,DC,District of Columbia,29-2081,"Opticians, Dispensing",,130.0,32.9,0.209,0.44,22.1,45970.0,10.5,9.48,17.74,23.56,26.93,28.95,19710.0,36890.0,49010.0,56010.0,60220.0,,
11,DC,District of Columbia,29-2799,"Health Technologists and Technicians, All Other*",,410.0,21.0,0.64,0.8,21.94,45620.0,5.7,14.86,16.4,19.23,26.79,32.34,30910.0,34120.0,39990.0,55720.0,67260.0,,
11,DC,District of Columbia,29-9011,Occupational Health and Safety Specialists,,370.0,13.2,0.577,1.28,41.85,87050.0,2.7,27.38,34.04,41.04,48.9,55.64,56940.0,70800.0,85370.0,101720.0,115740.0,,
11,DC,District of Columbia,29-9012,Occupational Health and Safety Technicians,,180.0,17.0,0.276,3.19,17.36,36110.0,11.5,12.44,12.84,13.28,17.03,32.46,25870.0,26710.0,27610.0,35420.0,67520.0,,
11,DC,District of Columbia,29-9091,Athletic Trainers,,60.0,15.9,0.09,0.63,*,51520.0,5.9,*,*,*,*,*,27620.0,35360.0,50010.0,63870.0,81880.0,True,
11,DC,District of Columbia,29-9799,"Healthcare Practitioners and Technical Workers, All Other*",,240.0,17.1,0.372,0.86,29.24,60810.0,5.5,11.34,16.21,26.03,35.85,54.21,23590.0,33710.0,54150.0,74560.0,112750.0,,
11,DC,District of Columbia,31-0000,Healthcare Support Occupations,major,11760.0,6.1,18.247,0.59,15.19,31590.0,3.1,9.58,10.89,14.01,18.16,22.34,19920.0,22650.0,29150.0,37780.0,46470.0,,
11,DC,District of Columbia,31-1011,Home Health Aides,,3930.0,13.6,6.1,0.85,11.62,24160.0,3.4,8.99,9.69,10.82,12.78,16.32,18700.0,20150.0,22500.0,26590.0,33940.0,,
11,DC,District of Columbia,31-1012,"Nursing Aides, Orderlies, and Attendants*",,3230.0,8.9,5.01,0.44,14.03,29170.0,1.9,9.91,11.17,13.47,16.66,19.11,20610.0,23230.0,28010.0,34660.0,39750.0,,
11,DC,District of Columbia,31-1013,Psychiatric Aides,,**,**,**,**,12.96,26950.0,7.2,8.96,9.95,11.6,14.99,19.49,18630.0,20700.0,24120.0,31190.0,40540.0,,
11,DC,District of Columbia,31-2011,Occupational Therapy Assistants,,320.0,1.2,0.489,2.15,24.49,50940.0,3.9,19.67,22.13,24.73,26.95,28.32,40920.0,46040.0,51440.0,56060.0,58900.0,,
11,DC,District of Columbia,31-2012,Occupational Therapy Aides,,40.0,31.9,0.063,1.14,17.68,36770.0,12.3,12.25,14.01,18.73,21.15,22.61,25490.0,29150.0,38950.0,44000.0,47040.0,,
11,DC,District of Columbia,31-2021,Physical Therapist Assistants,,**,**,**,**,23.7,49290.0,18.0,12.25,14.03,19.77,28.89,43.41,25480.0,29180.0,41110.0,60080.0,90300.0,,
11,DC,District of Columbia,31-2022,Physical Therapist Aides,,80.0,43.4,0.13,0.35,15.02,31240.0,9.2,10.08,11.8,15.07,17.57,19.84,20960.0,24530.0,31340.0,36540.0,41280.0,,
11,DC,District of Columbia,31-9011,Massage Therapists,,**,**,**,**,15.35,31930.0,10.9,9.74,11.5,14.37,17.43,21.57,20270.0,23920.0,29890.0,36260.0,44860.0,,
11,DC,District of Columbia,31-9091,Dental Assistants,,460.0,26.1,0.714,0.31,23.09,48040.0,6.2,16.51,19.63,23.15,26.73,29.13,34340.0,40830.0,48160.0,55610.0,60580.0,,
11,DC,District of Columbia,31-9092,Medical Assistants,,1770.0,10.4,2.749,0.65,17.79,37010.0,2.7,12.75,14.88,17.32,20.37,22.62,26510.0,30950.0,36030.0,42360.0,47050.0,,
11,DC,District of Columbia,31-9093,Medical Equipment Preparers,,140.0,13.6,0.218,0.56,17.16,35690.0,2.3,12.1,13.27,16.48,20.83,23.78,25170.0,27610.0,34290.0,43330.0,49470.0,,
11,DC,District of Columbia,31-9094,Medical Transcriptionists,,**,**,**,**,21.95,45650.0,9.5,14.29,16.78,20.11,24.38,37.47,29720.0,34910.0,41830.0,50700.0,77940.0,,
11,DC,District of Columbia,31-9095,Pharmacy Aides,,140.0,7.8,0.217,0.62,16.62,34570.0,5.6,9.23,13.17,16.84,20.2,22.19,19190.0,27400.0,35030.0,42010.0,46160.0,,
11,DC,District of Columbia,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,70.0,27.0,0.116,0.21,13.37,27810.0,2.4,9.86,11.48,12.94,14.41,17.14,20500.0,23870.0,26910.0,29970.0,35650.0,,
11,DC,District of Columbia,31-9799,"Healthcare Support Workers, All Other*",,1260.0,12.8,1.96,1.28,19.28,40090.0,3.3,12.22,14.81,18.26,22.02,27.77,25430.0,30800.0,37990.0,45790.0,57750.0,,
11,DC,District of Columbia,33-0000,Protective Service Occupations,major,25200.0,3.2,39.091,1.57,27.93,58100.0,11.7,12.61,16.45,24.72,34.36,52.79,26230.0,34210.0,51410.0,71470.0,109810.0,,
11,DC,District of Columbia,33-1011,First-Line Supervisors of Correctional Officers,,70.0,20.0,0.114,0.36,29.74,61870.0,9.0,15.75,28.7,31.16,33.55,38.98,32760.0,59690.0,64810.0,69790.0,81080.0,,
11,DC,District of Columbia,33-1012,First-Line Supervisors of Police and Detectives,,**,**,**,**,57.01,118580.0,8.4,38.1,42.57,63.23,69.56,73.77,79240.0,88540.0,131510.0,144680.0,153440.0,,
11,DC,District of Columbia,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,440.0,24.3,0.678,1.55,26.68,55500.0,2.4,20.97,23.68,26.31,28.68,33.86,43620.0,49250.0,54730.0,59650.0,70430.0,,
11,DC,District of Columbia,33-3012,Correctional Officers and Jailers,,1520.0,12.6,2.361,0.68,19.58,40720.0,13.8,10.61,12.73,19.81,26.75,28.7,22060.0,26470.0,41210.0,55640.0,59690.0,,
11,DC,District of Columbia,33-3021,Detectives and Criminal Investigators,,2730.0,0.0,4.236,4.86,53.1,110440.0,4.5,33.63,38.83,58.85,62.42,69.56,69960.0,80760.0,122410.0,129840.0,144680.0,,
11,DC,District of Columbia,33-3041,Parking Enforcement Workers,,**,**,**,**,21.03,43730.0,3.1,16.95,17.54,21.85,22.5,24.05,35260.0,36480.0,45450.0,46800.0,50020.0,,
11,DC,District of Columbia,33-3051,Police and Sheriff's Patrol Officers,,5230.0,0.0,8.104,1.63,32.52,67650.0,2.0,25.0,27.09,31.43,38.09,40.38,52000.0,56350.0,65380.0,79230.0,83990.0,,
11,DC,District of Columbia,33-9032,Security Guards,,11940.0,6.8,18.524,2.3,18.19,37830.0,3.3,11.93,13.61,17.6,22.17,26.5,24810.0,28310.0,36600.0,46110.0,55120.0,,
11,DC,District of Columbia,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",,110.0,26.3,0.168,0.18,11.8,24540.0,9.3,8.55,8.94,11.19,14.8,15.31,17780.0,18590.0,23270.0,30770.0,31840.0,,
11,DC,District of Columbia,33-9099,"Protective Service Workers, All Other *",,170.0,1.5,0.271,0.47,23.49,48870.0,5.1,15.09,16.64,21.2,29.79,31.44,31380.0,34610.0,44100.0,61960.0,65390.0,,
11,DC,District of Columbia,35-0000,Food Preparation and Serving Related Occupations,major,44110.0,2.8,68.417,0.78,13.24,27550.0,2.1,8.62,9.04,11.0,15.47,20.66,17930.0,18810.0,22880.0,32180.0,42960.0,,
11,DC,District of Columbia,35-1011,Chefs and Head Cooks,,2150.0,31.2,3.328,4.73,20.98,43650.0,12.8,9.86,10.8,18.27,29.31,37.88,20510.0,22470.0,38000.0,60960.0,78790.0,,
11,DC,District of Columbia,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,,2120.0,9.2,3.29,0.54,20.55,42740.0,3.3,11.33,15.1,19.16,25.56,31.81,23560.0,31410.0,39840.0,53170.0,66170.0,,
11,DC,District of Columbia,35-2011,"Cooks, Fast Food",,1590.0,20.9,2.47,0.63,9.88,20560.0,4.6,8.5,8.72,9.09,10.21,13.41,17670.0,18140.0,18910.0,21230.0,27880.0,,
11,DC,District of Columbia,35-2012,"Cooks, Institution and Cafeteria",,1470.0,7.7,2.285,0.74,14.17,29480.0,2.9,9.52,11.28,13.78,16.58,18.65,19800.0,23470.0,28660.0,34480.0,38790.0,,
11,DC,District of Columbia,35-2014,"Cooks, Restaurant",,4780.0,11.4,7.416,1.0,13.49,28060.0,2.0,9.59,11.78,13.35,15.18,17.55,19950.0,24510.0,27760.0,31580.0,36490.0,,
11,DC,District of Columbia,35-2015,"Cooks, Short Order",,560.0,23.9,0.871,0.66,12.14,25250.0,3.8,8.7,9.37,11.31,14.07,16.96,18090.0,19500.0,23520.0,29260.0,35270.0,,
11,DC,District of Columbia,35-2019,"Cooks, All Other",,160.0,43.4,0.247,1.53,13.75,28590.0,5.3,8.9,10.05,13.32,16.92,18.73,18510.0,20910.0,27710.0,35200.0,38960.0,,
11,DC,District of Columbia,35-2021,Food Preparation Workers,,3210.0,18.3,4.985,0.82,12.46,25920.0,3.1,8.77,9.63,12.13,14.61,17.3,18240.0,20030.0,25230.0,30390.0,35990.0,,
11,DC,District of Columbia,35-3011,Bartenders,,2330.0,6.8,3.614,0.91,12.61,26230.0,3.9,8.53,8.85,9.56,15.93,19.88,17750.0,18410.0,19870.0,33140.0,41350.0,,
11,DC,District of Columbia,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",,6340.0,10.3,9.826,0.45,11.29,23470.0,3.3,8.62,9.04,10.06,11.71,16.67,17940.0,18810.0,20920.0,24360.0,34670.0,,
11,DC,District of Columbia,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",,1420.0,26.2,2.201,0.64,10.58,22020.0,4.0,8.5,8.73,9.12,11.08,16.48,17680.0,18170.0,18970.0,23050.0,34280.0,,
11,DC,District of Columbia,35-3031,Waiters and Waitresses,,7730.0,6.9,11.988,0.67,14.06,29240.0,6.2,8.52,8.82,9.32,17.7,23.44,17730.0,18340.0,19390.0,36820.0,48750.0,,
11,DC,District of Columbia,35-3041,"Food Servers, Nonrestaurant",,1530.0,6.9,2.369,1.38,14.5,30150.0,6.3,8.61,9.03,11.51,16.57,26.97,17910.0,18780.0,23930.0,34470.0,56100.0,,
11,DC,District of Columbia,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,,3860.0,12.3,5.983,1.96,11.01,22900.0,3.1,8.52,8.78,9.22,12.98,16.86,17730.0,18270.0,19180.0,26990.0,35060.0,,
11,DC,District of Columbia,35-9021,Dishwashers,,3020.0,11.3,4.679,1.19,11.29,23490.0,4.6,8.53,8.81,9.29,12.87,17.79,17730.0,18320.0,19320.0,26780.0,37010.0,,
11,DC,District of Columbia,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,1720.0,10.7,2.664,1.04,11.8,24540.0,2.5,8.79,9.46,11.56,13.66,15.56,18280.0,19670.0,24040.0,28410.0,32360.0,,
11,DC,District of Columbia,35-9099,"Food Preparation and Serving Related Workers, All Other",,130.0,21.5,0.2,0.62,14.86,30900.0,6.8,8.9,10.52,15.42,17.79,21.28,18500.0,21890.0,32080.0,37010.0,44260.0,,
11,DC,District of Columbia,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,22690.0,4.9,35.188,1.08,14.37,29890.0,1.8,9.58,11.16,13.57,16.68,20.0,19920.0,23220.0,28230.0,34690.0,41600.0,,
11,DC,District of Columbia,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,,1680.0,9.6,2.608,1.95,20.04,41690.0,2.9,12.29,14.74,19.05,24.46,29.1,25560.0,30650.0,39630.0,50870.0,60520.0,,
11,DC,District of Columbia,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,170.0,18.4,0.266,0.34,26.74,55610.0,4.1,16.37,21.06,26.63,32.49,35.78,34050.0,43800.0,55390.0,67580.0,74420.0,,
11,DC,District of Columbia,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,12460.0,6.8,19.327,1.2,12.95,26930.0,2.3,9.2,10.38,12.41,14.54,17.62,19130.0,21580.0,25800.0,30240.0,36650.0,,
11,DC,District of Columbia,37-2012,Maids and Housekeeping Cleaners,,7180.0,18.5,11.142,1.63,14.62,30400.0,3.0,10.4,12.14,14.82,17.01,18.29,21640.0,25250.0,30830.0,35380.0,38050.0,,
11,DC,District of Columbia,37-2021,Pest Control Workers,,40.0,29.2,0.063,0.13,23.22,48300.0,3.0,17.13,20.24,24.09,26.91,28.19,35630.0,42100.0,50120.0,55970.0,58640.0,,
11,DC,District of Columbia,37-3011,Landscaping and Groundskeeping Workers,,830.0,9.6,1.281,0.2,16.88,35110.0,4.0,10.33,12.71,15.57,20.19,26.17,21480.0,26440.0,32390.0,41990.0,54430.0,,
11,DC,District of Columbia,37-3013,Tree Trimmers and Pruners,,**,**,**,**,21.24,44180.0,2.5,13.66,16.35,21.47,28.11,28.12,28420.0,34000.0,44660.0,58470.0,58480.0,,
11,DC,District of Columbia,37-3019,"Grounds Maintenance Workers, All Other",,260.0,16.5,0.4,3.56,20.55,42740.0,6.3,9.65,12.52,18.79,27.08,34.92,20060.0,26030.0,39080.0,56330.0,72640.0,,
11,DC,District of Columbia,39-0000,Personal Care and Service Occupations,major,8720.0,6.6,13.532,0.48,16.6,34520.0,3.3,8.86,10.05,14.1,20.2,26.84,18430.0,20900.0,29330.0,42020.0,55820.0,,
11,DC,District of Columbia,39-1021,First-Line Supervisors of Personal Service Workers,,350.0,11.6,0.544,0.51,20.52,42680.0,9.0,10.38,12.78,18.85,26.27,32.39,21600.0,26570.0,39200.0,54640.0,67380.0,,
11,DC,District of Columbia,39-2021,Nonfarm Animal Caretakers,,160.0,41.0,0.241,0.21,15.02,31240.0,7.5,10.0,10.96,14.47,17.82,22.38,20800.0,22800.0,30100.0,37070.0,46560.0,,
11,DC,District of Columbia,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",,**,**,**,**,11.48,23880.0,3.5,8.66,9.08,10.21,12.5,17.35,18020.0,18890.0,21240.0,25990.0,36100.0,,
11,DC,District of Columbia,39-3091,Amusement and Recreation Attendants,,210.0,28.1,0.32,0.16,11.86,24670.0,12.1,8.6,8.95,9.83,14.13,19.46,17890.0,18620.0,20440.0,29400.0,40480.0,,
11,DC,District of Columbia,39-5011,Barbers,,**,**,**,**,21.13,43950.0,25.7,12.09,14.27,24.0,26.56,28.17,25140.0,29670.0,49910.0,55240.0,58580.0,,
11,DC,District of Columbia,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",,1050.0,9.7,1.626,0.58,23.43,48720.0,14.0,8.96,12.82,19.68,25.99,44.53,18640.0,26670.0,40930.0,54060.0,92630.0,,
11,DC,District of Columbia,39-5092,Manicurists and Pedicurists,,**,**,**,**,12.47,25940.0,9.1,9.0,9.88,11.11,13.25,16.43,18710.0,20540.0,23110.0,27570.0,34180.0,,
11,DC,District of Columbia,39-5093,Shampooers,,110.0,26.6,0.164,1.59,10.75,22370.0,6.9,8.62,9.02,10.4,12.45,13.99,17920.0,18760.0,21630.0,25890.0,29090.0,,
11,DC,District of Columbia,39-5094,Skincare Specialists,,90.0,38.0,0.137,0.56,18.11,37670.0,10.0,9.84,12.84,16.53,21.79,31.29,20470.0,26700.0,34380.0,45320.0,65090.0,,
11,DC,District of Columbia,39-6011,Baggage Porters and Bellhops,,650.0,8.0,1.001,2.91,15.84,32940.0,6.0,8.71,9.25,12.58,18.22,25.82,18120.0,19230.0,26170.0,37890.0,53700.0,,
11,DC,District of Columbia,39-6012,Concierges,,620.0,16.9,0.96,5.44,15.14,31480.0,2.5,11.72,13.17,15.28,17.18,18.35,24380.0,27390.0,31790.0,35740.0,38170.0,,
11,DC,District of Columbia,39-7011,Tour Guides and Escorts,,150.0,13.3,0.229,0.96,14.61,30380.0,5.8,10.15,11.29,14.48,16.11,19.65,21110.0,23480.0,30110.0,33500.0,40880.0,,
11,DC,District of Columbia,39-9011,Childcare Workers,,950.0,20.0,1.473,0.3,13.77,28640.0,12.2,8.72,9.24,11.12,18.43,24.31,18140.0,19220.0,23140.0,38330.0,50570.0,,
11,DC,District of Columbia,39-9021,Personal Care Aides,,1220.0,27.4,1.885,0.29,11.85,24650.0,7.2,8.66,9.14,11.45,13.87,16.64,18010.0,19010.0,23810.0,28860.0,34600.0,,
11,DC,District of Columbia,39-9031,Fitness Trainers and Aerobics Instructors,,670.0,15.2,1.042,0.58,20.95,43570.0,4.6,8.9,10.86,19.15,28.43,36.2,18510.0,22600.0,39840.0,59130.0,75290.0,,
11,DC,District of Columbia,39-9032,Recreation Workers,,840.0,6.8,1.309,0.56,20.51,42670.0,6.1,9.43,15.16,20.94,24.75,28.24,19610.0,31530.0,43550.0,51470.0,58750.0,,
11,DC,District of Columbia,39-9041,Residential Advisors,,390.0,16.3,0.602,1.01,13.89,28890.0,2.8,9.4,11.51,13.38,15.69,18.08,19550.0,23940.0,27830.0,32630.0,37610.0,,
11,DC,District of Columbia,39-9099,"Personal Care and Service Workers, All Other",,140.0,33.1,0.217,0.4,15.33,31890.0,20.7,8.65,9.04,11.37,23.07,24.84,17980.0,18800.0,23640.0,47990.0,51660.0,,
11,DC,District of Columbia,41-0000,Sales and Related Occupations,major,24800.0,4.2,38.459,0.36,20.43,42500.0,3.0,8.89,9.84,14.51,23.8,40.65,18500.0,20470.0,30180.0,49500.0,84560.0,,
11,DC,District of Columbia,41-1011,First-Line Supervisors of Retail Sales Workers,,1760.0,8.5,2.736,0.29,20.86,43380.0,3.8,11.5,15.38,19.32,23.57,30.15,23910.0,31990.0,40190.0,49030.0,62720.0,,
11,DC,District of Columbia,41-1012,First-Line Supervisors of Non-Retail Sales Workers,,500.0,18.0,0.775,0.42,32.43,67450.0,3.0,16.44,23.07,28.52,37.83,53.94,34200.0,47990.0,59330.0,78690.0,112200.0,,
11,DC,District of Columbia,41-2011,Cashiers,,6770.0,6.0,10.494,0.41,11.09,23060.0,1.4,8.64,9.01,9.99,12.29,15.59,17980.0,18740.0,20780.0,25560.0,32430.0,,
11,DC,District of Columbia,41-2021,Counter and Rental Clerks,,450.0,24.7,0.702,0.21,13.99,29090.0,5.5,8.84,9.46,13.43,16.87,19.34,18390.0,19680.0,27940.0,35090.0,40220.0,,
11,DC,District of Columbia,41-2031,Retail Salespersons,,6200.0,7.5,9.622,0.29,13.79,28680.0,4.1,8.74,9.21,10.99,15.68,22.69,18180.0,19170.0,22870.0,32610.0,47190.0,,
11,DC,District of Columbia,41-3011,Advertising Sales Agents,,**,**,**,**,29.87,62130.0,7.4,10.8,13.92,22.62,39.87,61.28,22460.0,28960.0,47050.0,82930.0,127470.0,,
11,DC,District of Columbia,41-3021,Insurance Sales Agents,,450.0,13.0,0.691,0.28,32.13,66830.0,6.1,16.02,20.05,25.44,35.84,60.86,33330.0,41700.0,52910.0,74550.0,126580.0,,
11,DC,District of Columbia,41-3031,"Securities, Commodities, and Financial Services Sales Agents",,850.0,21.3,1.311,0.55,53.12,110480.0,9.9,15.82,23.05,42.45,71.67,#,32910.0,47930.0,88300.0,149070.0,#,,
11,DC,District of Columbia,41-3041,Travel Agents,,470.0,5.5,0.73,1.39,18.5,38480.0,9.1,10.74,12.94,17.09,21.97,26.56,22340.0,26920.0,35560.0,45700.0,55240.0,,
11,DC,District of Columbia,41-3099,"Sales Representatives, Services, All Other",,2010.0,32.6,3.11,0.67,29.12,60580.0,10.6,13.03,15.98,24.95,38.09,52.35,27110.0,33250.0,51900.0,79230.0,108880.0,,
11,DC,District of Columbia,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",,720.0,20.3,1.118,0.38,36.27,75450.0,4.4,18.84,24.84,33.35,46.09,57.47,39180.0,51680.0,69370.0,95860.0,119540.0,,
11,DC,District of Columbia,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",,890.0,11.7,1.375,0.13,27.29,56770.0,4.7,12.73,18.88,23.12,36.03,45.77,26480.0,39280.0,48100.0,74950.0,95200.0,,
11,DC,District of Columbia,41-9011,Demonstrators and Product Promoters,,200.0,38.3,0.317,0.56,26.32,54750.0,17.4,9.26,13.15,31.31,35.68,40.11,19260.0,27350.0,65120.0,74210.0,83430.0,,
11,DC,District of Columbia,41-9021,Real Estate Brokers,,340.0,17.9,0.528,1.77,42.01,87370.0,11.6,14.16,18.72,27.67,58.92,88.33,29450.0,38950.0,57550.0,122560.0,183720.0,,
11,DC,District of Columbia,41-9022,Real Estate Sales Agents,,700.0,14.8,1.089,0.88,37.41,77820.0,7.7,14.38,20.73,36.78,50.57,64.42,29920.0,43110.0,76500.0,105190.0,134000.0,,
11,DC,District of Columbia,41-9041,Telemarketers,,**,**,**,**,15.06,31330.0,5.8,9.14,10.24,11.88,18.96,25.07,19010.0,21300.0,24710.0,39440.0,52150.0,,
11,DC,District of Columbia,41-9799,"Sales and Related Workers, All Other*",,1460.0,18.6,2.268,1.69,27.4,56990.0,4.6,14.01,17.92,23.26,35.85,44.24,29150.0,37270.0,48390.0,74570.0,92030.0,,
11,DC,District of Columbia,43-0000,Office and Administrative Support Occupations,major,87690.0,2.4,136.008,0.82,22.15,46070.0,0.9,12.56,16.11,21.06,26.69,33.4,26130.0,33510.0,43800.0,55520.0,69460.0,,
11,DC,District of Columbia,43-1011,First-Line Supervisors of Office and Administrative Support Workers,,4580.0,5.1,7.103,0.67,30.31,63040.0,1.4,19.25,22.4,28.29,36.34,44.98,40050.0,46600.0,58850.0,75580.0,93560.0,,
11,DC,District of Columbia,43-2011,"Switchboard Operators, Including Answering Service",,650.0,10.2,1.013,0.98,16.73,34800.0,4.6,9.68,13.39,16.66,20.1,22.86,20140.0,27840.0,34660.0,41820.0,47560.0,,
11,DC,District of Columbia,43-2099,"Communications Equipment Operators, All Other",,50.0,20.6,0.082,4.06,23.86,49640.0,6.8,9.16,16.49,25.03,30.06,35.53,19060.0,34300.0,52060.0,62530.0,73900.0,,
11,DC,District of Columbia,43-3011,Bill and Account Collectors,,690.0,18.5,1.07,0.35,21.08,43850.0,3.4,12.77,16.03,20.27,25.03,29.48,26570.0,33350.0,42170.0,52050.0,61320.0,,
11,DC,District of Columbia,43-3021,Billing and Posting Clerks,,1380.0,15.9,2.145,0.57,22.67,47160.0,1.9,14.67,17.16,21.32,27.5,33.51,30510.0,35690.0,44350.0,57190.0,69700.0,,
11,DC,District of Columbia,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",,4390.0,5.5,6.814,0.53,23.48,48830.0,1.0,15.35,18.91,23.16,27.53,32.22,31930.0,39340.0,48170.0,57270.0,67020.0,,
11,DC,District of Columbia,43-3051,Payroll and Timekeeping Clerks,,710.0,9.0,1.096,0.8,25.37,52770.0,2.1,17.02,20.04,24.47,28.89,36.69,35410.0,41690.0,50890.0,60080.0,76320.0,,
11,DC,District of Columbia,43-3061,Procurement Clerks,,310.0,2.8,0.485,0.88,23.93,49770.0,2.5,18.26,21.09,23.74,26.39,28.69,37980.0,43860.0,49380.0,54880.0,59670.0,,
11,DC,District of Columbia,43-3071,Tellers,,870.0,22.3,1.352,0.32,13.12,27280.0,3.0,9.59,10.68,12.5,14.69,17.7,19940.0,22210.0,26000.0,30560.0,36820.0,,
11,DC,District of Columbia,43-4011,Brokerage Clerks,,90.0,24.3,0.136,0.29,21.59,44910.0,2.2,15.92,18.25,21.1,24.73,28.27,33120.0,37950.0,43890.0,51450.0,58810.0,,
11,DC,District of Columbia,43-4021,Correspondence Clerks,,30.0,20.4,0.052,0.77,21.91,45570.0,3.0,16.38,18.87,21.83,24.73,28.0,34080.0,39250.0,45410.0,51430.0,58240.0,,
11,DC,District of Columbia,43-4051,Customer Service Representatives,,6910.0,13.7,10.716,0.62,19.79,41160.0,2.8,11.9,14.65,18.79,23.37,28.29,24750.0,30470.0,39080.0,48600.0,58840.0,,
11,DC,District of Columbia,43-4061,"Eligibility Interviewers, Government Programs",,480.0,0.5,0.748,0.8,24.89,51780.0,3.4,16.41,21.41,25.55,27.67,30.26,34140.0,44530.0,53150.0,57550.0,62940.0,,
11,DC,District of Columbia,43-4071,File Clerks,,720.0,9.5,1.122,0.87,17.82,37060.0,3.0,9.15,13.01,17.5,21.91,26.34,19020.0,27060.0,36410.0,45570.0,54790.0,,
11,DC,District of Columbia,43-4081,"Hotel, Motel, and Resort Desk Clerks",,870.0,12.1,1.352,0.77,14.79,30770.0,2.1,9.54,12.06,15.48,17.34,18.48,19850.0,25080.0,32190.0,36070.0,38430.0,,
11,DC,District of Columbia,43-4111,"Interviewers, Except Eligibility and Loan",,260.0,15.7,0.41,0.26,14.23,29600.0,8.9,8.98,10.49,13.33,17.14,21.09,18670.0,21810.0,27720.0,35650.0,43870.0,,
11,DC,District of Columbia,43-4121,"Library Assistants, Clerical",,470.0,11.1,0.729,0.85,21.18,44060.0,10.4,10.36,14.72,19.97,25.35,34.1,21550.0,30620.0,41540.0,52720.0,70920.0,,
11,DC,District of Columbia,43-4131,Loan Interviewers and Clerks,,**,**,**,**,18.35,38170.0,2.4,11.98,14.59,18.03,21.97,26.01,24930.0,30350.0,37490.0,45700.0,54090.0,,
11,DC,District of Columbia,43-4141,New Accounts Clerks,,40.0,44.1,0.065,0.14,18.16,37770.0,8.6,12.79,13.97,17.62,21.17,23.35,26600.0,29060.0,36660.0,44040.0,48560.0,,
11,DC,District of Columbia,43-4151,Order Clerks,,250.0,13.2,0.395,0.24,16.56,34440.0,5.3,11.44,12.86,15.32,19.34,23.94,23800.0,26740.0,31870.0,40220.0,49800.0,,
11,DC,District of Columbia,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",,1340.0,5.6,2.073,1.82,24.06,50030.0,1.8,17.47,20.29,23.22,27.08,31.08,36340.0,42200.0,48300.0,56330.0,64650.0,,
