AREA,ST,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,OCC_GROUP,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,O_GROUP,LOC_QUOTIENT,PCT_TOTAL,PRIM_STATE,PCT_RPT
11,DC,District of Columbia,25-1125,"History Teachers, Postsecondary",NA,110,0,0.157,1.01,*,83060,2.4,*,*,*,*,*,52010,62680,79690,98370,128680,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1126,"Philosophy and Religion Teachers, Postsecondary",NA,390,0,0.551,3.33,*,73890,3.8,*,*,*,*,*,44590,52060,67870,92550,107980,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",NA,**,**,**,**,*,62370,2.2,*,*,*,*,*,30500,44600,58890,76650,99220,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1194,"Vocational Education Teachers, Postsecondary",NA,100,17.3,0.149,0.18,31.4,65320,6.2,10.51,20.41,33.67,42.83,47.89,21860,42450,70030,89080,99600,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1199,"Postsecondary Teachers, All Other",NA,1420,2.5,2.019,1.45,*,70100,4,*,*,*,*,*,21860,50550,63860,82570,114730,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2011,"Preschool Teachers, Except Special Education",NA,990,15.4,1.411,0.51,18.02,37480,9.3,10.5,10.51,16.48,23.45,29.21,21850,21860,34290,48780,60760,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2012,"Kindergarten Teachers, Except Special Education",NA,60,24.2,0.09,0.08,*,67500,6,*,*,*,*,*,45290,54500,60210,70750,94290,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2021,"Elementary School Teachers, Except Special Education",NA,2770,3,3.947,0.4,*,74710,4,*,*,*,*,*,53140,59460,72880,90680,102330,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",NA,1440,22.6,2.043,0.46,*,70380,4.5,*,*,*,*,*,45290,57010,69710,83070,99800,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",NA,3090,6.5,4.405,0.62,*,63070,2.9,*,*,*,*,*,34860,46630,61160,76760,95050,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2052,"Special Education Teachers, Kindergarten and Elementary School",NA,740,18.7,1.048,0.77,*,66730,9.6,*,*,*,*,*,40390,50930,62520,83860,100210,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2053,"Special Education Teachers, Middle School",NA,210,17.1,0.292,0.45,*,65160,10.1,*,*,*,*,*,39640,51230,61510,80700,97800,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2054,"Special Education Teachers, Secondary School",NA,650,11,0.926,0.98,*,68730,6.2,*,*,*,*,*,47210,55770,65480,78440,98630,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2059,"Special Education Teachers, All Other",NA,200,29.8,0.286,1,*,62250,4.3,*,*,*,*,*,32490,45130,58850,80850,95570,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,NA,270,15.5,0.389,0.93,22.61,47040,5.2,15.41,17.73,21.33,24.46,33.3,32040,36870,44360,50870,69270,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-3021,Self-Enrichment Education Teachers,NA,330,37.8,0.477,0.29,26.86,55880,12.4,14.88,17.03,24.94,35.89,39.71,30950,35430,51880,74660,82590,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",NA,2730,12,3.891,1.86,*,72230,5.5,*,*,*,*,*,40590,53280,68010,83820,117030,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-3098,Substitute Teachers,NA,120,35.6,0.166,0.04,17.29,35970,11.5,11.77,13.17,17.56,21.54,23.35,24490,27390,36530,44800,48560,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-4011,Archivists,NA,180,4.1,0.258,6.28,35.71,74270,4.7,18.3,28.26,35.99,43.46,50.21,38060,58770,74850,90400,104430,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-4012,Curators,NA,130,3,0.183,2.3,43.4,90260,4.3,25.42,31.08,39.36,45.94,81.02,52870,64660,81880,95560,168520,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-4013,Museum Technicians and Conservators,NA,420,2,0.6,7.68,31.9,66350,2.4,18.9,24.51,31.69,39.36,44.7,39310,50970,65910,81870,92990,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-4021,Librarians,NA,1160,3.6,1.657,1.8,40.17,83550,2.3,26.55,32.12,38.5,46.02,54.61,55220,66810,80080,95720,113590,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-4031,Library Technicians,NA,550,2.6,0.787,1.18,23.86,49630,3.9,17.33,19.26,23.8,27.3,30.24,36050,40070,49510,56790,62890,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-9011,Audio-Visual and Multimedia Collections Specialists,NA,40,12.7,0.052,0.71,28.04,58310,2.2,20.1,23.41,27.39,30.97,37.27,41810,48690,56970,64410,77530,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-9031,Instructional Coordinators,NA,1540,7,2.19,2.09,44.35,92240,6.3,25.69,33.53,43.89,54.81,64.56,53440,69740,91280,114000,134290,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-9041,Teacher Assistants,NA,3770,11.3,5.37,0.6,*,32570,2,*,*,*,*,*,23220,26880,32390,37220,40190,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-9099,"Education, Training, and Library Workers, All Other",NA,310,1.2,0.436,0.61,28.5,59280,5.5,13.43,19.41,26.79,38.25,46.66,27940,40380,55730,79570,97060,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",NA,36180,2.6,51.512,3.8,42.29,87960,1.8,19.03,26.15,37.22,50.45,71.37,39590,54400,77410,104940,148450,NA,NA,2016,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1011,Art Directors,NA,650,44.3,0.931,3.61,42.11,87590,8.2,26.53,30.2,37.76,47.42,59.64,55190,62810,78540,98630,124040,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1014,Multimedia Artists and Animators,NA,110,15.3,0.159,0.75,36.79,76530,3.7,23.48,30.45,35.99,42.31,50.19,48850,63330,74870,88000,104390,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1019,"Artists and Related Workers, All Other",NA,1100,1.6,1.57,31.43,42.03,87410,3.2,25.69,37.25,43.47,48.44,54.63,53430,77490,90410,100750,113640,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1023,Floral Designers,NA,120,24.4,0.166,0.53,19.56,40690,15.5,11.65,13.37,16.46,25.58,32.41,24240,27800,34240,53200,67420,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1024,Graphic Designers,NA,1650,11.1,2.352,1.57,33.41,69490,4.2,18.14,23.57,32.92,41.9,48.73,37740,49030,68470,87160,101370,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1025,Interior Designers,NA,880,19.4,1.258,3.32,38.92,80950,10,18.5,25.7,32.83,43.99,62.21,38480,53450,68280,91490,129400,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1026,Merchandise Displayers and Window Trimmers,NA,130,39.6,0.187,0.23,21.8,45350,8.8,15.03,16.66,19.94,26.8,30.55,31270,34660,41470,55740,63550,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1027,Set and Exhibit Designers,NA,250,17.1,0.36,4.19,34.02,70770,3.3,19.92,27.72,34.83,40.4,46.11,41430,57650,72440,84040,95910,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-1029,"Designers, All Other",NA,50,17.2,0.071,1.39,35.69,74240,22.5,10.91,11.51,40.35,49.92,63.34,22690,23940,83920,103830,131740,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2011,Actors,NA,340,39.2,0.487,1.41,43.37,*,21.4,10.51,11.35,18.66,52.93,#,*,*,*,*,*,NA,TRUE,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2012,Producers and Directors,NA,1900,8.4,2.708,3.32,40.07,83350,2.8,20.56,26.2,38.01,48.43,60.88,42760,54500,79070,100740,126630,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2022,Coaches and Scouts,NA,440,12.2,0.631,0.38,*,56770,5.1,*,*,*,*,*,29320,34690,45450,68140,91220,TRUE,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2031,Dancers,NA,**,**,**,**,15.93,*,6.7,10.51,12.51,15.58,19.16,22.41,*,*,*,*,*,NA,TRUE,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2032,Choreographers,NA,**,**,**,**,21.87,45490,4.2,19.98,20.8,22.18,23.55,24.43,41560,43270,46130,48980,50810,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2041,Music Directors and Composers,NA,**,**,**,**,22.77,47350,24.3,10.51,10.68,19.65,29.67,36.55,21850,22200,40880,61720,76030,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2042,Musicians and Singers,NA,220,18,0.312,1.09,31.58,*,8.1,19.09,26.28,29.01,39.41,47.05,*,*,*,*,*,NA,TRUE,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",NA,120,17.1,0.166,1.78,24.37,*,13.1,11.15,13.64,19.57,31.87,42.49,*,*,*,*,*,NA,TRUE,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3011,Radio and Television Announcers,NA,190,2.4,0.265,1.28,40.84,84940,10.3,24.77,26.77,30.11,45.8,74.17,51510,55680,62630,95250,154270,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3021,Broadcast News Analysts,NA,100,48.2,0.137,3.78,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3022,Reporters and Correspondents,NA,2390,17.4,3.409,11.94,41.48,86270,3.3,18.54,27.33,38.32,53.08,69.67,38560,56850,79710,110410,144910,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3031,Public Relations Specialists,NA,16540,4.3,23.553,14.57,46.03,95750,2.9,19.4,25.89,37.58,57.59,86.01,40340,53860,78170,119790,178910,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3041,Editors,NA,3000,8.5,4.274,6.18,42.24,87860,2.3,22.11,28.94,37.65,49.6,65.06,45980,60190,78310,103180,135330,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3042,Technical Writers,NA,800,14.1,1.139,3.21,40.3,83820,2.9,27.4,33.67,40,47.17,54.02,56990,70040,83200,98120,112370,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3043,Writers and Authors,NA,1290,6.8,1.836,5.77,47.1,97970,4.8,25.43,32.06,43.81,54.64,66.58,52880,66680,91120,113640,138480,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3091,Interpreters and Translators,NA,460,15,0.66,1.8,42.43,88250,5.4,25.47,33.12,44.3,53.34,58.56,52970,68900,92150,110950,121810,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-3099,"Media and Communication Workers, All Other",NA,190,12.1,0.269,1.62,35.8,74460,5.2,19.4,23.05,30.36,46.89,63.35,40340,47950,63140,97520,131770,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-4011,Audio and Video Equipment Technicians,NA,620,11.1,0.878,1.77,27.88,57980,2.2,17.53,21.35,26.87,33.62,38.74,36460,44410,55890,69940,80580,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-4012,Broadcast Technicians,NA,650,14.2,0.923,4.27,36.27,75430,4,14.98,18.15,40.17,46.33,56.26,31170,37740,83550,96360,117020,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-4014,Sound Engineering Technicians,NA,100,30.2,0.136,1.25,31.06,64610,11.1,14.67,17.73,25.64,37.22,46.63,30520,36880,53340,77410,97000,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-4021,Photographers,NA,180,14.6,0.254,0.73,30.65,63750,7,15.47,18.11,27.6,42.48,48.71,32190,37670,57400,88370,101320,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-4031,"Camera Operators, Television, Video, and Motion Picture",NA,730,22,1.035,6.69,41.93,87220,3.7,27.33,34.73,42.33,48.43,58.91,56850,72240,88050,100740,122520,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-4032,Film and Video Editors,NA,150,31.1,0.216,1.01,38.13,79310,4.1,18.56,30.87,37.25,45.48,52.06,38600,64200,77470,94590,108280,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,27-4099,"Media and Communication Equipment Workers, All Other",NA,400,4.3,0.563,4.25,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-0000,Healthcare Practitioners and Technical Occupations,NA,30660,2.6,43.654,0.74,43.57,90630,3.1,19.97,27.31,36.14,49.12,75.34,41540,56800,75160,102170,156710,NA,NA,2016,major,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1021,"Dentists, General",NA,260,19.4,0.377,0.5,54.76,113910,26.2,16.62,18.69,50.39,68.38,#,34570,38870,104800,142230,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1031,Dietitians and Nutritionists,NA,250,5.5,0.358,0.82,30.08,62570,4.6,16.12,22.75,30.36,36.46,42.23,33540,47320,63160,75840,87830,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1041,Optometrists,NA,100,49.7,0.142,0.55,40.61,84460,7.2,29.65,32.24,35.68,48.44,61.4,61680,67070,74220,100750,127710,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1051,Pharmacists,NA,800,8.2,1.133,0.52,58.05,120740,1.4,50.47,53.75,58.68,64.69,73.81,104980,111800,122050,134550,153530,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1061,Anesthesiologists,NA,230,18.6,0.325,1.51,102.06,212280,15.7,27.44,36.9,#,#,#,57070,76750,#,#,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1062,Family and General Practitioners,NA,720,8.8,1.021,1.17,92.09,191540,8.4,43.66,68.83,86.57,#,#,90810,143170,180060,#,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1063,"Internists, General",NA,1270,3.9,1.814,5.62,55.11,114620,9.4,25.2,27.23,30.61,78.9,#,52420,56640,63670,164100,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1064,Obstetricians and Gynecologists,NA,130,9.3,0.182,1.29,76.57,159270,11.3,18.34,27.41,67.72,#,#,38150,57010,140860,#,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1065,"Pediatricians, General",NA,340,2.1,0.482,2.51,56.3,117100,5.9,27.17,31.25,51.27,73.02,93.09,56510,65010,106650,151880,193620,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1066,Psychiatrists,NA,230,3.1,0.331,1.87,61.76,128460,7.2,22.81,27.64,56.93,91.7,#,47450,57490,118420,190730,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1067,Surgeons,NA,360,4.6,0.512,1.75,85.04,176880,11.6,26.7,29.29,77.55,#,#,55530,60920,161300,#,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1069,"Physicians and Surgeons, All Other",NA,2150,4.1,3.056,1.27,84.02,174760,7.5,27.71,34.34,82.86,#,#,57630,71430,172340,#,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1071,Physician Assistants,NA,410,12.4,0.586,0.79,47.77,99370,2.2,27.3,40.69,49.83,58.4,64.04,56770,84640,103640,121470,133200,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1081,Podiatrists,NA,60,35.4,0.086,1.24,67.55,140490,18.7,39.37,46.15,57.98,74.72,#,81890,95990,120600,155410,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1122,Occupational Therapists,NA,430,13.5,0.613,0.73,42.81,89040,2.5,31.08,34.94,41.31,48.47,59.03,64640,72670,85930,100820,122780,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1123,Physical Therapists,NA,670,8,0.955,0.62,40.7,84660,2.3,27.81,33.67,39.63,47.94,57.29,57850,70040,82420,99720,119170,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1124,Radiation Therapists,NA,120,0,0.175,1.41,38.61,80310,1.8,27.41,31.83,37.02,44.27,49.75,57020,66200,77010,92080,103470,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1125,Recreational Therapists,NA,200,25.5,0.29,2.25,25.34,52720,8,13.95,18.4,25.68,30.98,37.41,29020,38270,53420,64440,77810,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1126,Respiratory Therapists,NA,380,1.2,0.536,0.59,34.01,70740,4.2,23.26,26.77,33.58,39.36,47.06,48370,55690,69850,81860,97880,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1127,Speech-Language Pathologists,NA,380,13.4,0.536,0.55,44.32,92190,7.4,26.62,32.95,42.09,55.67,69.38,55360,68540,87550,115800,144320,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1131,Veterinarians,NA,110,29,0.163,0.34,57.41,119400,19.5,23.9,39.76,46.93,67.71,#,49710,82700,97610,140840,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1141,Registered Nurses,NA,10320,2.7,14.699,0.72,38.7,80500,1.5,26.87,31.03,38.47,45.96,50.88,55890,64540,80010,95600,105820,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1151,Nurse Anesthetists,NA,110,0,0.16,0.56,83.86,174420,4,65.56,70.12,77.72,92.47,#,136360,145840,161650,192330,#,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1171,Nurse Practitioners,NA,560,3.6,0.804,0.75,50.71,105480,1.7,40.68,44.3,50.22,57.6,62.75,84610,92130,104450,119810,130520,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1181,Audiologists,NA,100,15.3,0.143,1.63,50.6,105250,2.5,32.65,37.43,51.07,63.72,73.45,67910,77850,106230,132530,152780,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-1199,"Health Diagnosing and Treating Practitioners, All Other",NA,440,7.3,0.624,2.42,55.23,114880,3,32.7,43.08,55.84,66.31,75.95,68010,89610,116140,137930,157970,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2011,Medical and Clinical Laboratory Technologists,NA,750,5.2,1.065,0.9,32.6,67810,1.2,22.23,26.78,32.18,37.9,44.41,46230,55700,66930,78830,92360,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2012,Medical and Clinical Laboratory Technicians,NA,480,15.6,0.69,0.6,22.74,47310,2.6,16.02,17.38,19.93,27.26,34.33,33320,36140,41450,56700,71410,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2021,Dental Hygienists,NA,390,8.8,0.558,0.38,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2031,Cardiovascular Technologists and Technicians,NA,140,5.4,0.203,0.53,38.05,79150,3.1,20.91,28.81,36.56,44.22,49.87,43490,59920,76040,91980,103720,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2032,Diagnostic Medical Sonographers,NA,150,16.4,0.209,0.45,42.1,87570,1.7,33.01,37.24,42.73,47.28,50.35,68650,77470,88880,98350,104740,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2033,Nuclear Medicine Technologists,NA,50,7.4,0.065,0.46,42.5,88400,2.2,32.18,36.1,42.25,48.78,56.65,66940,75080,87880,101470,117840,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2034,Radiologic Technologists,NA,550,9.2,0.78,0.55,36.67,76270,1.3,26.45,31.68,36.74,43.15,48.18,55010,65900,76420,89750,100210,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2035,Magnetic Resonance Imaging Technologists,NA,80,8.2,0.117,0.46,41.68,86690,2.5,32.01,36.42,42.33,47.34,50.7,66580,75760,88050,98470,105460,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2041,Emergency Medical Technicians and Paramedics,NA,1440,7.8,2.053,1.18,27.84,57900,4.7,16.33,22.64,28.74,31.92,35.18,33980,47090,59790,66380,73170,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2051,Dietetic Technicians,NA,70,2.8,0.105,0.46,15.04,31290,3.9,11.09,12.02,14.64,17.43,19.12,23070,25000,30450,36260,39770,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2052,Pharmacy Technicians,NA,950,9.4,1.36,0.48,17.32,36020,3.1,11.32,12.78,16.93,21.3,23.91,23540,26590,35200,44310,49740,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2053,Psychiatric Technicians,NA,130,16.8,0.186,0.42,18.99,39490,3.7,14.16,15.79,17.7,21.39,27.72,29450,32840,36820,44500,57650,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2054,Respiratory Therapy Technicians,NA,140,11.6,0.197,2.61,34.21,71150,3,24.4,32.09,35.48,38.86,43.82,50760,66750,73790,80820,91150,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2055,Surgical Technologists,NA,280,0.8,0.396,0.53,26.56,55240,3.3,14.88,21.33,27.57,31.97,36.68,30950,44360,57340,66500,76300,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,29-2056,Veterinary Technologists and Technicians,NA,120,28.2,0.17,0.24,15.69,32630,6.8,10.51,11.89,15.62,18.69,21.96,21860,24720,32490,38880,45680,NA,NA,2016,detailed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
