AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,29-9011,Occupational Health and Safety Specialists,,440.0,13.5,0.682,1.585,41.96,87280.0,3.1,28.84,34.59,41.37,48.03,55.63,59980.0,71940.0,86060.0,99900.0,115720.0,,
11,DC,District of Columbia,29-9012,Occupational Health and Safety Technicians,,160.0,20.8,0.248,3.141,17.66,36730.0,13.6,12.42,12.84,13.27,16.67,33.39,25840.0,26710.0,27590.0,34660.0,69450.0,,
11,DC,District of Columbia,29-9091,Athletic Trainers,,50.0,10.4,0.075,0.585,*,63090.0,14.2,*,*,*,*,*,27920.0,40440.0,54240.0,74010.0,94650.0,True,
11,DC,District of Columbia,29-9799,"Healthcare Practitioners and Technical Workers, All Other*",,**,**,**,**,25.21,52430.0,3.5,14.28,18.48,22.59,27.62,41.67,29700.0,38440.0,47000.0,57440.0,86680.0,,
11,DC,District of Columbia,31-0000,Healthcare Support Occupations,major,10420.0,7.8,16.302,0.523,14.82,30820.0,3.2,9.13,10.64,13.55,17.8,22.43,18990.0,22130.0,28190.0,37030.0,46650.0,,
11,DC,District of Columbia,31-1011,Home Health Aides,,3520.0,24.5,5.509,0.712,11.48,23890.0,4.6,8.67,9.26,10.64,12.72,16.09,18040.0,19270.0,22140.0,26470.0,33470.0,,
11,DC,District of Columbia,31-1012,"Nursing Aides, Orderlies, and Attendants*",,3080.0,13.2,4.816,0.422,14.04,29190.0,2.7,9.79,11.35,13.63,16.68,19.15,20360.0,23600.0,28360.0,34700.0,39830.0,,
11,DC,District of Columbia,31-1013,Psychiatric Aides,,390.0,25.7,0.608,1.194,18.68,38860.0,3.9,11.61,16.56,19.71,21.48,23.97,24150.0,34440.0,41000.0,44680.0,49850.0,,
11,DC,District of Columbia,31-2012,Occupational Therapy Aides,,50.0,42.6,0.071,1.257,16.57,34470.0,14.0,11.78,13.05,16.66,20.39,22.12,24510.0,27150.0,34660.0,42410.0,46020.0,,
11,DC,District of Columbia,31-2021,Physical Therapist Assistants,,80.0,28.8,0.128,0.247,22.55,46900.0,15.9,12.51,14.27,19.85,26.46,37.23,26020.0,29680.0,41290.0,55030.0,77450.0,,
11,DC,District of Columbia,31-2022,Physical Therapist Aides,,70.0,38.0,0.116,0.321,13.97,29060.0,10.5,9.74,11.15,13.78,16.66,18.45,20260.0,23190.0,28660.0,34650.0,38380.0,,
11,DC,District of Columbia,31-9011,Massage Therapists,,**,**,**,**,17.8,37030.0,11.8,9.63,12.37,17.2,22.44,24.82,20020.0,25730.0,35770.0,46680.0,51630.0,,
11,DC,District of Columbia,31-9091,Dental Assistants,,430.0,31.0,0.673,0.291,22.9,47630.0,7.0,14.75,19.53,23.69,26.59,28.82,30690.0,40630.0,49260.0,55300.0,59940.0,,
11,DC,District of Columbia,31-9092,Medical Assistants,,1510.0,12.3,2.362,0.574,17.69,36790.0,4.5,11.91,13.82,16.69,21.3,25.08,24780.0,28750.0,34710.0,44290.0,52160.0,,
11,DC,District of Columbia,31-9093,Medical Equipment Preparers,,70.0,24.9,0.108,0.29,18.82,39150.0,6.8,12.09,14.75,17.96,20.78,22.65,25150.0,30680.0,37360.0,43230.0,47120.0,,
11,DC,District of Columbia,31-9094,Medical Transcriptionists,,40.0,14.7,0.07,0.113,20.16,41930.0,4.7,15.54,17.1,20.53,23.35,25.77,32330.0,35560.0,42690.0,48570.0,53590.0,,
11,DC,District of Columbia,31-9095,Pharmacy Aides,,120.0,12.0,0.184,0.472,16.14,33570.0,10.3,8.86,11.83,16.37,20.27,22.24,18420.0,24610.0,34050.0,42160.0,46260.0,,
11,DC,District of Columbia,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,80.0,30.2,0.125,0.225,18.38,38220.0,23.2,9.96,11.77,14.35,27.7,30.72,20710.0,24480.0,29840.0,57610.0,63900.0,,
11,DC,District of Columbia,31-9799,"Healthcare Support Workers, All Other*",,840.0,20.9,1.312,0.86,17.89,37220.0,4.9,10.69,12.9,16.15,20.97,27.1,22230.0,26830.0,33590.0,43620.0,56380.0,,
11,DC,District of Columbia,33-0000,Protective Service Occupations,major,25710.0,2.2,40.202,1.603,27.48,57160.0,11.7,12.61,16.97,23.74,33.53,48.73,26220.0,35300.0,49380.0,69740.0,101360.0,,
11,DC,District of Columbia,33-1011,First-Line Supervisors of Correctional Officers,,80.0,18.2,0.125,0.398,29.65,61670.0,9.5,15.43,27.38,31.07,33.38,39.18,32090.0,56950.0,64630.0,69440.0,81500.0,,
11,DC,District of Columbia,33-1012,First-Line Supervisors of Police and Detectives,,**,**,**,**,56.43,117370.0,8.8,36.91,42.46,60.8,69.56,73.77,76770.0,88310.0,126460.0,144680.0,153440.0,,
11,DC,District of Columbia,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,490.0,7.2,0.759,1.748,23.94,49800.0,6.3,16.83,18.63,23.46,27.38,31.81,35000.0,38750.0,48790.0,56940.0,66160.0,,
11,DC,District of Columbia,33-3012,Correctional Officers and Jailers,,1660.0,16.4,2.592,0.72,18.89,39280.0,14.5,10.43,12.42,18.53,26.67,28.61,21700.0,25840.0,38540.0,55480.0,59500.0,,
11,DC,District of Columbia,33-3021,Detectives and Criminal Investigators,,**,**,**,**,51.51,107150.0,6.2,32.6,38.71,55.29,60.64,67.77,67810.0,80530.0,115000.0,126130.0,140970.0,,
11,DC,District of Columbia,33-3041,Parking Enforcement Workers,,**,**,**,**,21.31,44320.0,3.5,16.91,20.52,21.8,22.43,24.68,35180.0,42690.0,45340.0,46650.0,51320.0,,
11,DC,District of Columbia,33-3051,Police and Sheriff's Patrol Officers,,**,**,**,**,32.48,67560.0,2.0,25.0,27.01,31.43,36.19,40.43,52000.0,56180.0,65380.0,75270.0,84100.0,,
11,DC,District of Columbia,33-9032,Security Guards,,12370.0,3.4,19.342,2.442,18.21,37870.0,3.6,11.65,14.21,18.07,21.75,25.79,24240.0,29550.0,37580.0,45230.0,53650.0,,
11,DC,District of Columbia,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",,30.0,14.0,0.052,0.056,13.43,27930.0,9.5,9.09,12.62,14.19,14.76,15.26,18900.0,26250.0,29510.0,30690.0,31750.0,,
11,DC,District of Columbia,33-9099,"Protective Service Workers, All Other *",,110.0,1.3,0.179,0.287,27.35,56890.0,3.0,16.38,20.96,29.78,30.62,34.03,34080.0,43600.0,61940.0,63680.0,70790.0,,
11,DC,District of Columbia,35-0000,Food Preparation and Serving Related Occupations,major,43110.0,2.3,67.424,0.777,13.17,27400.0,2.5,8.29,8.91,11.31,15.43,20.08,17250.0,18540.0,23520.0,32080.0,41760.0,,
11,DC,District of Columbia,35-1011,Chefs and Head Cooks,,1900.0,35.9,2.973,4.175,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,,2370.0,12.0,3.7,0.608,19.71,41000.0,2.7,12.97,15.22,18.23,23.22,29.56,26990.0,31650.0,37910.0,48290.0,61490.0,,
11,DC,District of Columbia,35-2011,"Cooks, Fast Food",,**,**,**,**,10.02,20840.0,5.7,8.39,8.63,9.04,10.6,13.91,17450.0,17960.0,18810.0,22050.0,28930.0,,
11,DC,District of Columbia,35-2012,"Cooks, Institution and Cafeteria",,1240.0,13.3,1.941,0.636,14.29,29720.0,3.1,9.34,11.76,13.72,16.24,19.99,19430.0,24470.0,28550.0,33780.0,41580.0,,
11,DC,District of Columbia,35-2014,"Cooks, Restaurant",,4620.0,16.9,7.231,1.02,13.76,28620.0,2.5,9.71,11.8,13.57,15.98,17.99,20200.0,24540.0,28220.0,33230.0,37420.0,,
11,DC,District of Columbia,35-2015,"Cooks, Short Order",,740.0,34.8,1.16,0.858,13.6,28290.0,4.2,9.85,11.85,13.6,15.08,16.87,20490.0,24650.0,28280.0,31380.0,35090.0,,
11,DC,District of Columbia,35-2019,"Cooks, All Other",,90.0,27.3,0.137,0.895,14.1,29320.0,6.6,9.4,10.66,14.97,16.96,18.14,19550.0,22180.0,31150.0,35270.0,37740.0,,
11,DC,District of Columbia,35-2021,Food Preparation Workers,,2810.0,16.8,4.391,0.695,12.75,26510.0,3.3,8.81,10.03,12.24,14.61,17.86,18330.0,20850.0,25450.0,30380.0,37140.0,,
11,DC,District of Columbia,35-3011,Bartenders,,2400.0,18.8,3.75,0.962,12.75,26520.0,5.7,8.29,8.52,10.4,15.35,19.82,17230.0,17710.0,21620.0,31920.0,41220.0,,
11,DC,District of Columbia,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",,6420.0,16.2,10.04,0.474,10.74,22330.0,3.6,8.29,8.48,9.41,11.44,15.87,17230.0,17640.0,19570.0,23800.0,33010.0,,
11,DC,District of Columbia,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",,1060.0,30.2,1.661,0.473,11.23,23350.0,6.5,8.45,8.79,9.39,13.34,16.12,17580.0,18280.0,19530.0,27750.0,33520.0,,
11,DC,District of Columbia,35-3031,Waiters and Waitresses,,8150.0,7.3,12.749,0.722,14.3,29750.0,6.9,8.29,8.5,10.59,17.53,23.59,17230.0,17680.0,22040.0,36460.0,49060.0,,
11,DC,District of Columbia,35-3041,"Food Servers, Nonrestaurant",,1650.0,22.6,2.573,1.593,12.47,25930.0,8.9,8.28,8.29,9.14,14.23,20.52,17230.0,17240.0,19020.0,29590.0,42680.0,,
11,DC,District of Columbia,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,,3620.0,10.8,5.667,1.842,10.94,22750.0,3.4,8.29,8.61,9.15,12.58,16.84,17250.0,17920.0,19040.0,26160.0,35020.0,,
11,DC,District of Columbia,35-9021,Dishwashers,,2870.0,9.6,4.484,1.126,11.19,23280.0,3.5,8.5,8.87,9.69,12.51,16.66,17670.0,18440.0,20150.0,26030.0,34660.0,,
11,DC,District of Columbia,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,1920.0,13.5,3.005,1.161,11.87,24690.0,3.6,8.92,10.07,11.67,13.55,15.19,18550.0,20940.0,24270.0,28190.0,31600.0,,
11,DC,District of Columbia,35-9099,"Food Preparation and Serving Related Workers, All Other",,110.0,20.6,0.167,0.473,14.82,30830.0,9.0,8.78,10.02,15.86,18.66,21.17,18270.0,20850.0,32990.0,38800.0,44040.0,,
11,DC,District of Columbia,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,21750.0,3.7,34.017,1.035,13.78,28670.0,2.1,9.11,10.55,13.04,15.95,19.37,18940.0,21940.0,27130.0,33170.0,40300.0,,
11,DC,District of Columbia,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,,1830.0,11.8,2.857,2.104,18.46,38390.0,3.9,10.75,13.52,17.19,22.87,27.78,22360.0,28120.0,35760.0,47570.0,57780.0,,
11,DC,District of Columbia,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,110.0,23.8,0.17,0.215,27.32,56830.0,4.2,17.95,22.61,26.86,32.67,36.52,37330.0,47030.0,55870.0,67950.0,75950.0,,
11,DC,District of Columbia,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,12480.0,6.0,19.513,1.205,12.35,25680.0,2.5,8.64,9.92,11.61,14.31,16.93,17980.0,20630.0,24160.0,29770.0,35220.0,,
11,DC,District of Columbia,37-2012,Maids and Housekeeping Cleaners,,6430.0,15.9,10.051,1.475,14.44,30030.0,2.6,10.1,12.03,14.58,16.86,18.34,21010.0,25020.0,30330.0,35070.0,38140.0,,
11,DC,District of Columbia,37-2021,Pest Control Workers,,40.0,0.0,0.056,0.114,21.82,45380.0,2.5,16.18,18.61,21.6,26.01,27.52,33660.0,38710.0,44930.0,54090.0,57230.0,,
11,DC,District of Columbia,37-3011,Landscaping and Groundskeeping Workers,,730.0,11.6,1.147,0.176,16.79,34910.0,5.0,9.76,11.97,15.6,21.06,25.93,20310.0,24890.0,32450.0,43790.0,53930.0,,
11,DC,District of Columbia,37-3019,"Grounds Maintenance Workers, All Other",,110.0,29.4,0.179,1.765,21.86,45470.0,12.1,8.9,12.09,22.45,28.78,35.38,18510.0,25160.0,46690.0,59860.0,73590.0,,
11,DC,District of Columbia,39-0000,Personal Care and Service Occupations,major,8920.0,10.4,13.95,0.518,16.12,33540.0,3.2,8.76,9.82,13.5,19.26,26.59,18230.0,20430.0,28080.0,40060.0,55300.0,,
11,DC,District of Columbia,39-1021,First-Line Supervisors of Personal Service Workers,,390.0,20.3,0.606,0.584,24.28,50510.0,10.4,10.44,14.38,21.55,29.41,45.79,21720.0,29920.0,44830.0,61170.0,95240.0,,
11,DC,District of Columbia,39-2021,Nonfarm Animal Caretakers,,110.0,19.5,0.167,0.157,15.72,32700.0,7.1,10.63,12.47,14.47,18.95,23.05,22110.0,25930.0,30100.0,39420.0,47940.0,,
11,DC,District of Columbia,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",,**,**,**,**,11.09,23060.0,2.6,8.54,8.94,9.94,11.64,16.26,17770.0,18580.0,20670.0,24210.0,33820.0,,
11,DC,District of Columbia,39-3091,Amusement and Recreation Attendants,,240.0,31.0,0.368,0.184,11.43,23780.0,10.8,8.5,8.82,9.41,12.89,18.42,17670.0,18350.0,19580.0,26820.0,38320.0,,
11,DC,District of Columbia,39-3092,Costume Attendants,,**,**,**,**,17.45,36290.0,5.8,11.03,13.52,17.06,21.01,24.8,22930.0,28120.0,35480.0,43710.0,51590.0,,
11,DC,District of Columbia,39-4831,"Funeral Service Managers, Directors, Morticians, and Undertakers",,40.0,27.1,0.061,0.284,25.32,52670.0,7.5,13.39,19.64,23.0,28.07,40.62,27850.0,40850.0,47830.0,58380.0,84490.0,,
11,DC,District of Columbia,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",,860.0,26.6,1.344,0.489,18.11,37680.0,12.8,9.18,10.87,15.72,23.02,30.74,19080.0,22620.0,32700.0,47870.0,63930.0,,
11,DC,District of Columbia,39-5092,Manicurists and Pedicurists,,**,**,**,**,12.51,26030.0,9.7,8.83,9.71,10.96,13.32,16.97,18370.0,20200.0,22800.0,27710.0,35300.0,,
11,DC,District of Columbia,39-5093,Shampooers,,120.0,20.0,0.186,1.662,10.4,21630.0,5.5,8.58,9.03,9.97,11.44,13.36,17840.0,18770.0,20730.0,23790.0,27790.0,,
11,DC,District of Columbia,39-5094,Skincare Specialists,,**,**,**,**,19.99,41580.0,9.7,10.26,15.12,18.1,25.38,31.99,21330.0,31450.0,37650.0,52790.0,66550.0,,
11,DC,District of Columbia,39-6011,Baggage Porters and Bellhops,,680.0,7.9,1.058,3.006,15.57,32390.0,7.4,8.61,9.22,12.3,18.37,23.76,17900.0,19180.0,25580.0,38210.0,49420.0,,
11,DC,District of Columbia,39-6012,Concierges,,470.0,25.6,0.736,4.76,15.62,32490.0,5.9,10.02,13.18,15.6,17.83,21.08,20840.0,27420.0,32450.0,37080.0,43840.0,,
11,DC,District of Columbia,39-7011,Tour Guides and Escorts,,240.0,9.4,0.371,1.588,15.23,31680.0,5.0,10.37,12.74,14.65,16.62,19.5,21570.0,26500.0,30460.0,34560.0,40550.0,,
11,DC,District of Columbia,39-9011,Childcare Workers,,990.0,37.9,1.543,0.321,10.92,22720.0,3.1,8.5,8.92,10.04,11.56,14.25,17670.0,18540.0,20870.0,24030.0,29640.0,,
11,DC,District of Columbia,39-9021,Personal Care Aides,,1020.0,49.2,1.591,0.295,12.7,26420.0,7.9,8.65,9.24,12.53,15.27,17.64,17990.0,19220.0,26060.0,31770.0,36680.0,,
11,DC,District of Columbia,39-9031,Fitness Trainers and Aerobics Instructors,,**,**,**,**,23.47,48810.0,9.9,9.12,12.21,20.49,31.41,41.18,18970.0,25400.0,42620.0,65330.0,85650.0,,
11,DC,District of Columbia,39-9032,Recreation Workers,,990.0,7.7,1.555,0.674,20.77,43190.0,4.4,9.3,15.02,20.43,24.67,28.47,19340.0,31250.0,42500.0,51320.0,59210.0,,
11,DC,District of Columbia,39-9041,Residential Advisors,,660.0,25.5,1.024,1.984,13.08,27210.0,4.2,8.79,9.7,12.42,15.18,18.16,18290.0,20180.0,25840.0,31580.0,37770.0,,
11,DC,District of Columbia,39-9099,"Personal Care and Service Workers, All Other",,190.0,26.9,0.297,0.525,16.93,35220.0,15.8,8.54,8.92,10.17,23.02,25.93,17760.0,18560.0,21140.0,47870.0,53930.0,,
11,DC,District of Columbia,41-0000,Sales and Related Occupations,major,23060.0,4.8,36.069,0.341,20.84,43360.0,2.8,8.91,10.07,14.48,24.74,40.29,18530.0,20950.0,30120.0,51460.0,83800.0,,
11,DC,District of Columbia,41-1011,First-Line Supervisors of Retail Sales Workers,,2000.0,12.0,3.127,0.339,21.82,45390.0,4.5,10.76,15.38,19.96,24.6,31.47,22390.0,31980.0,41510.0,51170.0,65450.0,,
11,DC,District of Columbia,41-1012,First-Line Supervisors of Non-Retail Sales Workers,,470.0,10.3,0.737,0.383,32.83,68290.0,5.5,16.56,21.55,29.22,36.07,54.9,34450.0,44820.0,60770.0,75030.0,114200.0,,
11,DC,District of Columbia,41-2011,Cashiers,,5690.0,16.1,8.898,0.337,11.32,23530.0,1.7,8.68,9.17,10.53,12.73,14.98,18050.0,19080.0,21890.0,26490.0,31170.0,,
11,DC,District of Columbia,41-2021,Counter and Rental Clerks,,420.0,24.9,0.66,0.202,12.8,26620.0,4.8,9.02,10.06,11.62,15.03,18.18,18760.0,20910.0,24160.0,31250.0,37820.0,,
11,DC,District of Columbia,41-2031,Retail Salespersons,,6470.0,6.5,10.112,0.309,13.62,28330.0,4.3,8.68,9.18,10.94,14.95,22.13,18050.0,19090.0,22750.0,31090.0,46040.0,,
11,DC,District of Columbia,41-3011,Advertising Sales Agents,,450.0,21.5,0.703,0.616,28.26,58790.0,5.8,10.91,16.77,23.19,34.98,56.22,22700.0,34880.0,48230.0,72760.0,116930.0,,
11,DC,District of Columbia,41-3021,Insurance Sales Agents,,280.0,33.3,0.435,0.173,32.18,66940.0,15.1,16.31,20.05,25.38,34.66,51.96,33930.0,41710.0,52790.0,72090.0,108080.0,,
11,DC,District of Columbia,41-3031,"Securities, Commodities, and Financial Services Sales Agents",,790.0,21.7,1.237,0.569,53.71,111730.0,12.4,11.91,23.23,43.31,73.85,#,24780.0,48320.0,90090.0,153610.0,#,,
11,DC,District of Columbia,41-3041,Travel Agents,,450.0,25.2,0.708,1.269,18.9,39310.0,5.6,11.03,14.49,19.67,22.71,26.03,22940.0,30140.0,40920.0,47230.0,54140.0,,
11,DC,District of Columbia,41-3099,"Sales Representatives, Services, All Other",,1170.0,15.9,1.835,0.439,32.41,67410.0,4.6,19.31,23.26,30.91,39.37,46.2,40160.0,48370.0,64290.0,81880.0,96100.0,,
11,DC,District of Columbia,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",,880.0,14.4,1.373,0.458,40.74,84740.0,7.8,18.8,25.99,34.69,49.66,65.91,39110.0,54050.0,72160.0,103290.0,137090.0,,
11,DC,District of Columbia,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",,980.0,49.1,1.53,0.142,27.61,57420.0,4.5,13.11,18.65,23.86,36.44,44.92,27270.0,38780.0,49640.0,75790.0,93420.0,,
11,DC,District of Columbia,41-9011,Demonstrators and Product Promoters,,230.0,44.0,0.364,0.61,25.91,53890.0,6.4,9.83,14.05,30.67,35.01,39.25,20450.0,29220.0,63800.0,72810.0,81640.0,,
11,DC,District of Columbia,41-9021,Real Estate Brokers,,300.0,21.0,0.464,1.431,36.36,75620.0,11.6,15.13,18.87,26.61,36.48,78.87,31470.0,39240.0,55350.0,75880.0,164050.0,,
11,DC,District of Columbia,41-9022,Real Estate Sales Agents,,790.0,16.2,1.242,1.027,40.42,84070.0,12.2,13.83,19.0,36.0,51.37,70.5,28770.0,39520.0,74870.0,106840.0,146650.0,,
11,DC,District of Columbia,41-9799,"Sales and Related Workers, All Other*",,1150.0,18.9,1.791,1.505,26.63,55390.0,3.7,14.79,18.98,23.01,32.57,42.9,30770.0,39480.0,47850.0,67740.0,89240.0,,
11,DC,District of Columbia,43-0000,Office and Administrative Support Occupations,major,93510.0,3.4,146.242,0.864,21.61,44940.0,1.0,12.48,15.74,20.48,26.22,32.23,25950.0,32730.0,42600.0,54540.0,67030.0,,
11,DC,District of Columbia,43-1011,First-Line Supervisors of Office and Administrative Support Workers,,4820.0,6.3,7.543,0.705,31.99,66550.0,1.8,18.61,22.36,29.3,38.57,49.82,38710.0,46500.0,60940.0,80220.0,103620.0,,
11,DC,District of Columbia,43-2011,"Switchboard Operators, Including Answering Service",,670.0,10.0,1.054,0.969,16.89,35130.0,2.9,11.04,14.32,17.2,19.76,22.17,22960.0,29790.0,35780.0,41110.0,46120.0,,
11,DC,District of Columbia,43-2099,"Communications Equipment Operators, All Other",,50.0,15.4,0.081,3.708,24.96,51920.0,6.4,11.17,20.29,25.3,30.62,34.63,23230.0,42200.0,52620.0,63680.0,72020.0,,
11,DC,District of Columbia,43-3011,Bill and Account Collectors,,710.0,20.4,1.118,0.355,19.66,40890.0,3.4,11.46,14.65,18.47,22.85,29.85,23840.0,30460.0,38420.0,47520.0,62100.0,,
11,DC,District of Columbia,43-3021,Billing and Posting Clerks,,1610.0,17.4,2.514,0.661,22.65,47110.0,2.0,14.41,17.04,21.43,27.83,32.94,29960.0,35450.0,44570.0,57880.0,68520.0,,
11,DC,District of Columbia,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",,4410.0,5.4,6.903,0.524,23.3,48470.0,1.2,15.66,18.86,22.86,27.12,31.78,32570.0,39230.0,47540.0,56400.0,66100.0,,
11,DC,District of Columbia,43-3051,Payroll and Timekeeping Clerks,,680.0,8.7,1.064,0.75,25.26,52550.0,1.6,16.89,20.35,24.35,28.09,34.91,35140.0,42340.0,50650.0,58430.0,72610.0,,
11,DC,District of Columbia,43-3061,Procurement Clerks,,300.0,2.0,0.467,0.806,23.69,49280.0,2.7,18.27,21.06,23.74,26.39,28.46,38000.0,43800.0,49370.0,54880.0,59200.0,,
11,DC,District of Columbia,43-3071,Tellers,,1190.0,10.7,1.866,0.426,12.98,27000.0,2.5,9.67,10.73,12.57,14.98,17.34,20100.0,22320.0,26140.0,31170.0,36070.0,,
11,DC,District of Columbia,43-4011,Brokerage Clerks,,80.0,18.1,0.121,0.267,21.42,44550.0,2.5,15.41,17.69,20.94,24.92,28.11,32050.0,36790.0,43560.0,51830.0,58470.0,,
11,DC,District of Columbia,43-4021,Correspondence Clerks,,50.0,13.6,0.086,1.154,22.73,47280.0,4.5,16.39,18.27,22.91,27.16,30.4,34100.0,38000.0,47660.0,56500.0,63230.0,,
11,DC,District of Columbia,43-4051,Customer Service Representatives,,6820.0,14.5,10.659,0.631,19.14,39800.0,3.1,12.23,14.41,18.12,22.6,27.36,25440.0,29980.0,37700.0,47010.0,56910.0,,
11,DC,District of Columbia,43-4061,"Eligibility Interviewers, Government Programs",,520.0,6.3,0.81,0.866,25.21,52430.0,3.6,18.8,22.32,25.46,28.16,30.44,39110.0,46430.0,52960.0,58570.0,63310.0,,
11,DC,District of Columbia,43-4071,File Clerks,,780.0,8.5,1.227,0.892,17.58,36560.0,3.1,9.26,12.46,17.58,21.34,25.4,19260.0,25920.0,36570.0,44400.0,52830.0,,
11,DC,District of Columbia,43-4081,"Hotel, Motel, and Resort Desk Clerks",,900.0,11.8,1.408,0.804,14.61,30380.0,1.9,9.29,12.34,14.99,16.98,18.39,19320.0,25670.0,31190.0,35320.0,38250.0,,
11,DC,District of Columbia,43-4111,"Interviewers, Except Eligibility and Loan",,410.0,25.9,0.641,0.398,17.07,35500.0,12.9,8.88,9.71,16.3,22.38,25.65,18460.0,20190.0,33900.0,46540.0,53360.0,,
11,DC,District of Columbia,43-4121,"Library Assistants, Clerical",,**,**,**,**,14.66,30500.0,4.7,8.9,10.43,13.98,17.9,21.88,18520.0,21700.0,29090.0,37230.0,45500.0,,
11,DC,District of Columbia,43-4131,Loan Interviewers and Clerks,,**,**,**,**,18.03,37500.0,2.6,11.71,14.25,17.51,21.52,25.74,24360.0,29650.0,36430.0,44760.0,53550.0,,
11,DC,District of Columbia,43-4141,New Accounts Clerks,,**,**,**,**,16.68,34690.0,10.4,12.22,13.14,14.62,19.23,22.54,25420.0,27340.0,30410.0,40000.0,46890.0,,
11,DC,District of Columbia,43-4151,Order Clerks,,**,**,**,**,17.25,35890.0,6.3,10.73,13.82,16.69,19.76,25.4,22310.0,28740.0,34710.0,41090.0,52820.0,,
11,DC,District of Columbia,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",,1370.0,4.6,2.144,1.816,23.79,49470.0,1.7,16.93,19.59,22.88,26.92,31.16,35210.0,40750.0,47600.0,55990.0,64820.0,,
11,DC,District of Columbia,43-4171,Receptionists and Information Clerks,,6340.0,18.7,9.914,1.264,16.6,34530.0,1.8,10.74,13.05,16.14,19.71,23.3,22330.0,27130.0,33570.0,41000.0,48450.0,,
11,DC,District of Columbia,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,,400.0,11.0,0.631,0.661,18.16,37780.0,8.2,9.72,12.34,18.59,22.75,26.98,20210.0,25660.0,38670.0,47320.0,56110.0,,
11,DC,District of Columbia,43-4199,"Information and Record Clerks, All Other",,6530.0,2.0,10.218,6.48,21.84,45420.0,2.2,13.05,15.52,21.64,26.39,30.62,27140.0,32280.0,45010.0,54890.0,63690.0,,
11,DC,District of Columbia,43-5021,Couriers and Messengers,,190.0,21.5,0.301,0.447,15.76,32780.0,3.3,9.7,12.4,15.85,18.86,21.55,20180.0,25790.0,32970.0,39220.0,44810.0,,
11,DC,District of Columbia,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",,330.0,17.8,0.52,0.366,19.66,40890.0,2.8,13.04,16.34,19.36,23.21,26.6,27120.0,33990.0,40260.0,48270.0,55320.0,,
11,DC,District of Columbia,43-5051,Postal Service Clerks,,170.0,0.0,0.269,0.508,25.43,52900.0,*,25.52,25.52,25.53,26.08,26.09,53080.0,53090.0,53100.0,54250.0,54260.0,,
11,DC,District of Columbia,43-5052,Postal Service Mail Carriers,,970.0,0.0,1.523,0.596,25.35,52720.0,*,22.96,24.81,26.25,26.26,26.26,47750.0,51610.0,54600.0,54610.0,54620.0,,
11,DC,District of Columbia,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,830.0,0.0,1.298,1.132,24.77,51530.0,*,24.59,24.74,25.52,25.53,26.08,51140.0,51450.0,53090.0,53100.0,54250.0,,
11,DC,District of Columbia,43-5061,"Production, Planning, and Expediting Clerks",,520.0,14.9,0.816,0.39,25.43,52890.0,4.4,15.02,19.14,24.12,27.68,42.88,31240.0,39810.0,50160.0,57580.0,89190.0,,
11,DC,District of Columbia,43-5071,"Shipping, Receiving, and Traffic Clerks",,920.0,10.9,1.446,0.267,20.55,42740.0,4.8,13.2,15.93,21.5,25.39,27.23,27450.0,33140.0,44710.0,52810.0,56630.0,,
11,DC,District of Columbia,43-5081,Stock Clerks and Order Fillers,,2080.0,17.2,3.245,0.23,15.5,32240.0,3.5,9.59,10.94,14.61,19.25,22.83,19940.0,22760.0,30400.0,40030.0,47490.0,,
11,DC,District of Columbia,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,40.0,39.0,0.065,0.124,12.95,26940.0,4.3,9.81,10.83,12.48,14.13,16.95,20400.0,22530.0,25950.0,29390.0,35250.0,,
