AREA,STATE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,210,5.4,0.319,2.72,NA,NA,36.18,75250,1.7,23.45,27.38,29.95,41.06,59.08,48770,56940,62300,85400,122880,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,540,14.6,0.816,2.27,NA,NA,35.95,74770,4.1,23.35,29.2,36.65,38.18,49.62,48560,60740,76240,79410,103210,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,410,15.4,0.626,3.49,NA,NA,35.33,73480,5.4,16.84,21.8,36.01,48.14,52.12,35020,45340,74890,100140,108410,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,50,28.3,0.077,1.01,NA,NA,38.99,81100,5.3,23.57,28.27,38.76,47.51,60.49,49030,58810,80610,98810,125820,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,270,15.1,0.401,1.47,NA,NA,40.67,84590,3.3,23.22,29.22,38.51,47.59,59.31,48300,60770,80110,98990,123350,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,330,10.3,0.505,3.51,NA,NA,39.48,82110,2,22.78,34.04,37.34,46.89,50.3,47380,70810,77670,97530,104620,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,230,15.1,0.344,1.73,NA,NA,38.6,80290,6,22.58,29.94,37.52,47.35,49.24,46960,62270,78040,98490,102410,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,27-4099,"Media and Communication Equipment Workers, All Other",detailed,330,1.7,0.5,4.23,NA,NA,53.32,110900,0.9,31.79,45.47,54.5,64.8,65.8,66120,94580,113360,134780,136860,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,28580,1.7,43.168,0.69,NA,NA,51.13,106340,2.5,22.66,29.65,38.37,57.69,82.93,47130,61680,79810,120000,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,430,10.8,0.645,0.84,NA,NA,87.21,181410,7.5,29.89,62.39,#,#,#,62160,129760,#,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,**,**,**,**,NA,NA,38.75,80600,3.6,22.67,29.91,37.41,37.65,48.67,47150,62220,77810,78320,101220,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,80,41.1,0.126,0.46,NA,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,900,17.9,1.364,0.61,NA,NA,55.93,116340,6.3,18.15,48.4,61.91,63.25,77.37,37750,100670,128780,131560,160920,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,500,4.8,0.753,0.8,NA,NA,59.08,122890,2.2,29.67,48.24,60.37,66.29,80.93,61710,100340,125560,137880,168330,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1122,Occupational Therapists,detailed,450,13.6,0.673,0.74,NA,NA,43.34,90150,2.9,29.93,37.53,37.71,48.37,61.26,62260,78060,78430,100620,127410,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1123,Physical Therapists,detailed,550,7,0.833,0.52,NA,NA,46.19,96070,0.6,36.4,37.53,46.09,48.35,61.24,75710,78060,95870,100570,127370,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1124,Radiation Therapists,detailed,80,1.4,0.118,1.03,NA,NA,45.23,94070,0.1,37.38,37.38,46.09,47.61,58.2,77740,77740,95870,99030,121060,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1125,Recreational Therapists,detailed,70,17.4,0.113,0.93,NA,NA,33.06,68770,9.2,18.27,22.66,36.65,43.13,47.63,38000,47130,76230,89710,99070,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1126,Respiratory Therapists,detailed,300,12.9,0.458,0.48,NA,NA,37.41,77820,9.3,15,29.91,37.41,45.62,57.6,31200,62220,77810,94880,119810,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1127,Speech-Language Pathologists,detailed,360,6,0.54,0.52,NA,NA,47.23,98240,2.8,30.84,37.64,46.09,56.45,64.37,64140,78280,95870,117420,133890,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1129,"Therapists, All Other",detailed,60,26.1,0.085,0.89,NA,NA,33.85,70400,3.3,17.85,22.79,37.12,37.13,47.35,37130,47410,77210,77240,98490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1131,Veterinarians,detailed,80,22,0.128,0.23,NA,NA,65.95,137170,7.5,45.94,48.41,61.53,79.89,92.8,95560,100700,127980,166170,193020,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,11540,4,17.431,0.81,NA,NA,47.38,98540,4.9,30.14,37.38,45.78,48.87,62.34,62700,77740,95220,101650,129670,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1161,Nurse Midwives,detailed,70,2.9,0.112,2.04,NA,NA,45.21,94030,1.4,29.94,38.21,46.47,59.37,62.98,62280,79470,96660,123490,131000,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1171,Nurse Practitioners,detailed,680,4.2,1.024,0.61,NA,NA,60.24,125290,1.3,46.36,49.22,58.4,62.98,79.28,96420,102370,121470,131000,164900,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1181,Audiologists,detailed,110,40.8,0.169,1.8,NA,NA,51.31,106720,7.4,36.24,38.03,57.69,60.74,60.74,75380,79100,120000,126330,126330,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1211,Anesthesiologists,detailed,60,12.6,0.086,0.39,NA,NA,171.05,355780,4.6,79.62,#,#,#,#,165610,#,#,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1213,Dermatologists,detailed,**,**,**,**,NA,NA,169.71,353000,5.7,81.27,#,#,#,#,169040,#,#,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1214,Emergency Medicine Physicians,detailed,120,21.7,0.187,0.73,NA,NA,145.28,302180,6.7,74.3,94.16,#,#,#,154550,195840,#,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1215,Family Medicine Physicians,detailed,30,7.8,0.051,0.07,NA,NA,104.57,217500,1.6,71.48,76.5,94.16,#,#,148680,159110,195840,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1216,General Internal Medicine Physicians,detailed,1900,6.8,2.872,6.95,NA,NA,78.2,162650,9.6,29.56,29.56,37.8,#,#,61490,61490,78620,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1218,Obstetricians and Gynecologists,detailed,30,6.3,0.05,0.33,NA,NA,98.84,205580,1,62.27,79.62,94.16,98.19,#,129510,165610,195840,204240,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1223,Psychiatrists,detailed,230,25.4,0.349,1.92,NA,NA,71.91,149570,17.6,18.34,18.34,30.5,#,#,38140,38140,63430,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1224,Radiologists,detailed,60,33,0.095,0.45,NA,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1229,"Physicians, All Other",detailed,1090,8,1.647,0.9,NA,NA,108.27,225190,2.4,36.53,74.3,#,#,#,75990,154550,#,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1242,"Orthopedic Surgeons, Except Pediatric",detailed,**,**,**,**,NA,NA,#,#,19.5,#,#,#,#,#,#,#,#,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1249,"Surgeons, All Other",detailed,50,0.5,0.069,0.33,NA,NA,139.35,289860,0.3,58.72,81.89,#,#,#,122140,170320,#,#,#,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-1292,Dental Hygienists,detailed,270,14.7,0.411,0.28,NA,NA,39.14,81400,6,28.9,29.54,37.96,45.78,60.48,60110,61450,78960,95220,125800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2010,Clinical Laboratory Technologists and Technicians,detailed,1110,6.6,1.682,0.74,NA,NA,31.71,65950,1.8,22.66,22.66,29.64,38.15,47.35,47130,47130,61650,79340,98490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2031,Cardiovascular Technologists and Technicians,detailed,130,2.6,0.2,0.5,NA,NA,39.73,82630,1.3,18.32,36.05,38.15,48.67,48.67,38110,74980,79340,101220,101220,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2032,Diagnostic Medical Sonographers,detailed,160,6,0.237,0.42,NA,NA,48.01,99860,1.5,37.38,45.78,48.87,48.87,60.74,77740,95220,101650,101650,126330,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2033,Nuclear Medicine Technologists,detailed,**,**,**,**,NA,NA,50.21,104450,6.1,37.38,45.78,48.87,57.72,57.72,77740,95220,101650,120050,120060,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2034,Radiologic Technologists and Technicians,detailed,480,8.6,0.729,0.47,NA,NA,38.14,79320,2.2,29.13,29.66,37.13,45.62,48.67,60590,61680,77240,94880,101220,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2035,Magnetic Resonance Imaging Technologists,detailed,160,21.3,0.247,0.91,NA,NA,43.79,91080,2.2,38.03,38.05,45.78,48.87,48.87,79100,79140,95220,101650,101650,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2042,Emergency Medical Technicians,detailed,420,3.9,0.633,0.55,NA,NA,23.32,48500,0.9,17.21,17.7,22.51,28.2,29.16,35790,36820,46820,58650,60650,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2043,Paramedics,detailed,120,4.3,0.189,0.28,NA,NA,31.22,64940,1.1,18.03,28.41,34.77,37,37,37490,59080,72330,76950,76950,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2051,Dietetic Technicians,detailed,130,26.6,0.193,1.26,NA,NA,16.36,34030,3.7,15,15,15,15,21.95,31200,31200,31200,31200,45660,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2052,Pharmacy Technicians,detailed,770,12.6,1.159,0.37,NA,NA,21.65,45030,2.1,17.78,17.8,22.38,22.98,28.67,36990,37020,46550,47790,59630,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,360,1.8,0.55,0.83,NA,NA,26.07,54220,0.4,18.13,22.34,29.49,29.49,29.49,37710,46470,61340,61340,61340,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2055,Surgical Technologists,detailed,270,1.1,0.407,0.53,NA,NA,31.37,65250,0.2,17.95,28.41,29.65,37.72,46.57,37340,59080,61680,78460,96870,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2056,Veterinary Technologists and Technicians,detailed,160,20.7,0.241,0.29,NA,NA,32.75,68110,18,17.7,22,22.6,28.12,88.77,36820,45760,47010,58500,184640,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2057,Ophthalmic Medical Technicians,detailed,120,43.3,0.18,0.39,NA,NA,20.22,42060,19.1,15.05,15.05,15.05,28.12,28.42,31300,31300,31300,58500,59110,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,970,10.6,1.471,0.32,NA,NA,27.52,57250,2,18.27,22.87,28.75,29.4,35.67,38000,47580,59810,61160,74200,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2072,Medical Records Specialists,detailed,270,5.5,0.41,0.32,NA,NA,30.42,63270,3.5,18.27,22.66,28.86,35.67,46.57,37990,47130,60020,74200,96870,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2081,"Opticians, Dispensing",detailed,70,26.3,0.103,0.2,NA,NA,19.89,41370,8.7,15,15,17.64,22.66,28.42,31200,31200,36700,47120,59110,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2091,Orthotists and Prosthetists,detailed,110,11.6,0.163,2.2,NA,NA,24.64,51240,5.2,18.32,18.32,18.32,35.37,37.64,38110,38110,38110,73580,78280,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-2099,"Health Technologists and Technicians, All Other",detailed,860,10.6,1.304,1.3,NA,NA,28.07,58380,3.1,17.84,22.01,27.04,35.67,37.72,37110,45780,56240,74200,78460,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-9021,Health Information Technologists and Medical Registrars,detailed,90,7.4,0.138,0.51,NA,NA,39.78,82740,0.8,28.41,29.65,37.13,47.35,56.77,59080,61680,77240,98490,118070,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-9091,Athletic Trainers,detailed,110,18.8,0.163,0.88,NA,NA,*,67760,5.5,*,*,*,*,*,37070,47130,60920,93660,118130,True,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-9092,Genetic Counselors,detailed,30,1,0.05,2.59,NA,NA,43.2,89860,0.2,36.4,36.4,46.09,46.09,48.87,75710,75710,95870,95870,101650,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,120,1.8,0.179,0.57,NA,NA,44.56,92690,2.7,23.39,34.97,43.22,51.58,66.76,48660,72740,89900,107280,138860,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,17980,3.5,27.164,0.58,NA,NA,17.87,37170,0.6,15,15.04,15.33,18.15,22.97,31200,31280,31890,37760,47780,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-1120,Home Health and Personal Care Aides,detailed,10910,5.6,16.479,0.69,NA,NA,15.82,32900,0.8,15,15.02,15.04,17.45,18.15,31200,31250,31280,36300,37750,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-1131,Nursing Assistants,detailed,3140,5.7,4.737,0.51,NA,NA,18.94,39390,1.5,15.03,17.65,18.03,22.37,22.85,31270,36710,37500,46540,47520,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-1132,Orderlies,detailed,160,0.8,0.243,0.76,NA,NA,17.93,37280,0.4,15.04,17.45,18.15,18.15,22,31280,36300,37750,37750,45760,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-1133,Psychiatric Aides,detailed,**,**,**,**,NA,NA,17.13,35630,15.1,15.02,15.02,15.02,15.03,22.97,31250,31250,31250,31270,47780,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-2011,Occupational Therapy Assistants,detailed,30,39.6,0.046,0.15,NA,NA,28.96,60230,3.9,18.6,23.74,29.69,29.84,38.72,38680,49380,61750,62060,80530,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-2012,Occupational Therapy Aides,detailed,30,28.8,0.045,1.9,NA,NA,20.81,43280,8.5,15.04,18.37,18.37,23.32,28.39,31280,38220,38220,48510,59050,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-2021,Physical Therapist Assistants,detailed,**,**,**,**,NA,NA,26.47,55060,4.7,17.85,18.36,23.31,29.13,37.13,37130,38200,48480,60590,77240,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-9011,Massage Therapists,detailed,**,**,**,**,NA,NA,25.01,52020,8.5,15.07,21.71,22.71,28.86,29.45,31340,45150,47230,60020,61250,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-9091,Dental Assistants,detailed,590,13.6,0.89,0.36,NA,NA,22.09,45950,3.6,15,18.16,22.86,23.63,29.35,31200,37780,47550,49150,61040,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-9092,Medical Assistants,detailed,1960,7.9,2.955,0.57,NA,NA,22.45,46690,1.5,17.42,18.2,22.86,23.32,28.92,36230,37860,47550,48510,60150,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-9093,Medical Equipment Preparers,detailed,150,5.3,0.226,0.52,NA,NA,26.48,55070,0.7,18.03,22.38,23.55,28.92,36.01,37500,46550,48980,60150,74890,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-9095,Pharmacy Aides,detailed,80,31.4,0.117,0.38,NA,NA,22.66,47130,6,17.68,17.68,22.57,28.39,28.39,36780,36780,46950,59050,59050,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-9097,Phlebotomists,detailed,**,**,**,**,NA,NA,21.82,45390,1.4,18.03,18.4,22.38,23.07,23.32,37500,38270,46550,47980,48510,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,31-9099,"Healthcare Support Workers, All Other",detailed,220,16.3,0.326,0.42,NA,NA,28.62,59520,1.5,18.2,22.97,26.78,29.93,37.66,37860,47780,55700,62250,78340,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,28700,1.1,43.356,1.8,NA,NA,34.93,72650,0.5,17.69,23.49,29.84,38.13,60.9,36790,48860,62080,79310,126670,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-1012,First-Line Supervisors of Police and Detectives,detailed,1230,0,1.856,2.04,NA,NA,62.85,130720,0.2,38.46,49.02,62.58,82.93,82.93,79990,101970,130160,172490,172490,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,350,0.2,0.524,0.91,NA,NA,53.27,110810,0.6,48.46,48.46,48.46,61.68,61.68,100800,100800,100800,128300,128300,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-1091,First-Line Supervisors of Security Workers,detailed,740,2.7,1.112,2.83,NA,NA,32.44,67470,0.8,24.34,29.13,30.01,39.42,40.29,50630,60590,62420,81990,83800,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,100,8.7,0.155,0.92,NA,NA,40.34,83920,1.8,26.57,36.14,38.13,48.46,51.3,55270,75170,79310,100800,106700,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-2021,Fire Inspectors and Investigators,detailed,60,2.5,0.095,0.91,NA,NA,42.11,87580,0.8,29.13,37.84,47.99,47.99,47.99,60590,78710,99820,99820,99820,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-3021,Detectives and Criminal Investigators,detailed,3310,0,4.997,6.53,NA,NA,59.5,123760,0.1,29.85,47.99,64.39,74.77,81,62090,99820,133930,155520,168480,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-3051,Police and Sheriff's Patrol Officers,detailed,5450,0,8.228,1.74,NA,NA,39.45,82060,0.3,30.02,32.92,38.13,48.46,48.58,62430,68470,79310,100800,101050,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,13910,2.2,21.02,2.8,NA,NA,25.41,52840,0.7,17.35,18.85,24.09,29.63,37.22,36080,39200,50110,61630,77410,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-9091,Crossing Guards and Flaggers,detailed,360,16.4,0.547,0.93,NA,NA,19.97,41550,4.7,17.68,18.12,18.12,19.24,22.95,36780,37700,37700,40010,47740,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,380,4.7,0.578,0.71,NA,NA,25.51,53050,0.6,18.12,22.95,23.86,29.13,29.13,37700,47740,49620,60600,60600,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,33-9099,"Protective Service Workers, All Other",detailed,170,14.8,0.258,0.36,NA,NA,31.5,65530,1.5,18.95,22.38,28.43,37.58,45.96,39410,46550,59120,78170,95600,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,32260,3.6,48.728,0.61,NA,NA,20.12,41840,3.6,15.04,15.21,17.08,22,29.83,31280,31630,35530,45760,62050,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-1011,Chefs and Head Cooks,detailed,1290,25.7,1.944,2.11,NA,NA,30.67,63800,8,22.95,22.97,29.01,38,40.66,47740,47790,60340,79040,84560,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,2420,17.8,3.655,0.49,NA,NA,26.07,54220,8.1,18.25,18.62,22.38,30.21,36.01,37960,38740,46550,62830,74900,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,1990,24.2,3.013,0.55,NA,NA,18.71,38920,11.9,15.09,15.1,16.49,17.31,18.35,31390,31400,34290,36000,38170,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,1170,9,1.771,0.64,NA,NA,19.34,40220,1.6,16.82,17.19,18.02,22.04,23.27,34980,35740,37480,45840,48410,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,2940,17.4,4.44,0.52,NA,NA,19.41,40380,4.1,16.84,17.18,17.67,22.9,23.43,35030,35730,36750,47630,48730,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,**,**,**,**,NA,NA,18.35,38170,1.9,16.73,18.44,18.44,18.44,18.46,34790,38350,38360,38360,38390,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,2650,20.5,4.007,0.72,NA,NA,17.72,36850,2.9,15.04,15.87,17.28,17.63,23.23,31280,33010,35940,36660,48310,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,2400,18.2,3.62,1.05,NA,NA,20.57,42790,7.3,15.02,15.06,15.99,23.06,30.64,31240,31320,33250,47970,63720,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,6070,17.9,9.167,0.42,NA,NA,16.56,34450,1.7,15.04,15.67,15.91,16.59,18.24,31280,32600,33100,34500,37930,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,5820,12.7,8.787,0.69,NA,NA,23.19,48240,13.3,15.01,15.05,16.77,29.08,44.85,31230,31310,34880,60480,93290,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,430,19.1,0.655,0.38,NA,NA,21.67,45070,3.9,15.87,18.25,18.62,18.62,25.04,33010,37950,38720,38720,52080,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,1590,21.2,2.405,1.01,NA,NA,17.69,36790,3.3,15.03,15.03,16.37,18.43,23.26,31260,31260,34040,38330,48390,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,2110,12.5,3.181,1.19,NA,NA,16.61,34550,1.7,15.06,15.1,16.1,17.27,17.79,31330,31410,33480,35920,37010,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,1170,23.9,1.774,0.77,NA,NA,18,37440,5.7,15.04,15.09,17.27,17.79,22.77,31280,31390,35910,37010,47350,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,16100,2.8,24.327,0.83,NA,NA,18.82,39140,1,15.05,15.64,18.16,18.64,23.22,31310,32540,37770,38770,48290,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,1150,7.9,1.732,1.59,NA,NA,24.34,50630,3.1,17.73,18.5,23.15,29.61,36.98,36870,38470,48140,61590,76920,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,40,23.7,0.056,0.07,NA,NA,31.79,66130,2.1,21.14,23.58,30.05,39.27,44.97,43960,49040,62500,81690,93540,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,12510,3.8,18.893,1.31,NA,NA,18.07,37580,1.3,15.05,15.64,17.45,18.55,22.94,31310,32540,36300,38580,47720,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,1760,16.2,2.663,0.52,NA,NA,18.73,38950,2.8,15.11,15.35,18.18,22.31,22.84,31430,31920,37810,46400,47510,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,60,4.8,0.083,0.14,NA,NA,23.48,48840,4.4,15.4,17.92,18.87,23.95,36.82,32020,37260,39250,49820,76590,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,470,8.3,0.71,0.11,NA,NA,22.49,46780,1.2,15.77,18.11,21.06,27.57,29.27,32800,37660,43810,57350,60890,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,40,2.3,0.061,0.55,NA,NA,23.25,48360,0.6,18.5,18.5,18.61,23.35,36.82,38470,38470,38710,48560,76590,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,7200,9.3,10.871,0.6,NA,NA,21.78,45300,4.3,15,15.01,17.71,22.83,36.55,31200,31230,36830,47490,76030,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,100,20.7,0.151,0.32,NA,NA,30.39,63220,5.9,17.68,22.38,29.29,37.85,48.05,36780,46550,60920,78730,99930,,
11,District of Columbia,2,DC,0,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,210,19.8,0.319,0.44,NA,NA,29.28,60900,4.8,18.4,19.04,28.87,37.85,47.71,38270,39600,60050,78730,99250,,
