AREA,AREA_NAME,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1126,Respiratory Therapists,detailed,320,0,0.437,0.49,NA,38.52,80130,1.4,28.3,32.7,37.7,44.53,51.8,58860,68020,78420,92620,107750,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1127,Speech-Language Pathologists,detailed,390,20,0.537,0.51,NA,47.8,99430,4.7,32.16,37.56,47.67,58.79,66.57,66890,78120,99160,122280,138470,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1129,"Therapists, All Other",detailed,30,5.1,0.045,0.55,NA,40.51,84270,3.6,27.33,32.63,41.18,48.24,55.94,56840,67880,85650,100340,116360,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1131,Veterinarians,detailed,90,15.6,0.13,0.26,NA,54.71,113790,7.5,22.83,39.46,50.93,69.36,90.42,47480,82080,105930,144260,188080,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,10890,2.1,15.047,0.74,NA,45.59,94820,4.2,29.58,35.88,43.98,51.51,64.43,61520,74620,91470,107150,134020,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1161,Nurse Midwives,detailed,40,13,0.058,1.23,NA,46.15,95990,10.2,29.1,34.97,42,53.49,67.34,60530,72750,87360,111270,140060,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1171,Nurse Practitioners,detailed,900,5.5,1.245,0.91,NA,53.82,111950,1.1,41.96,47.04,54.01,60.59,68.59,87270,97830,112350,126020,142670,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1181,Audiologists,detailed,110,16.2,0.148,1.6,NA,46.35,96400,4,29.32,34.99,44.61,59.35,70.67,60990,72770,92800,123460,147000,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1211,Anesthesiologists,detailed,180,0,0.244,1.15,NA,#,#,15.2,#,#,#,#,#,#,#,#,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1215,Family Medicine Physicians,detailed,**,**,**,**,NA,82.87,172380,4.3,66.03,70.02,76.68,88.04,#,137330,145640,159500,183130,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1216,General Internal Medicine Physicians,detailed,1500,3.1,2.078,6.84,NA,79.36,165080,16.2,26.58,30.06,70.51,#,#,55290,62530,146650,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1218,Obstetricians and Gynecologists,detailed,180,3.7,0.252,1.98,NA,102.88,214000,10.9,32.78,81.09,97.75,#,#,68180,168670,203310,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1223,Psychiatrists,detailed,190,3.5,0.266,1.53,NA,81.18,168850,6.7,27.05,43.75,88.53,99.05,#,56270,91000,184140,206010,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,1990,7.5,2.757,1.04,NA,87.56,182120,6.6,33.34,54.72,81.5,#,#,69340,113820,169510,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1248,"Surgeons, Except Ophthalmologists",detailed,330,0,0.451,1.83,NA,116.66,242640,12.2,29.91,86.54,#,#,#,62220,180000,#,#,#,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1292,Dental Hygienists,detailed,**,**,**,**,NA,49.22,102380,6.2,34.16,40.45,50.24,58.6,64.11,71050,84130,104500,121880,133360,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,420,1.9,0.577,2.32,NA,59.33,123410,2.6,35.32,48.18,60.61,71.61,78.94,73470,100210,126060,148960,164200,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2010,Clinical Laboratory Technologists and Technicians,detailed,1220,6.3,1.688,0.76,NA,30.16,62730,1.8,17.78,21.8,29.46,37.26,45.1,36970,45350,61270,77490,93800,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2031,Cardiovascular Technologists and Technicians,detailed,150,0,0.201,0.53,NA,37.91,78850,1.3,18.26,32.14,40.18,46.75,50.87,37970,66840,83580,97250,105820,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2032,Diagnostic Medical Sonographers,detailed,160,13.6,0.222,0.45,NA,45.81,95290,2.6,36.21,41.42,45.62,49.93,57.6,75320,86150,94900,103850,119810,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2033,Nuclear Medicine Technologists,detailed,70,28.6,0.102,0.82,NA,45.81,95290,5.1,36.89,41.02,45.53,50.28,58.27,76730,85320,94700,104590,121190,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2034,Radiologic Technologists and Technicians,detailed,450,3.2,0.627,0.44,NA,38.19,79430,1.6,26.95,32.1,38.48,44.87,49.22,56060,66770,80040,93330,102370,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2035,Magnetic Resonance Imaging Technologists,detailed,100,0,0.138,0.53,NA,41.44,86200,1.6,22.56,39.17,44.08,48.34,51.2,46930,81480,91690,100550,106490,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2040,Emergency Medical Technicians and Paramedics,detailed,**,**,**,**,NA,23,47830,3.8,15.6,17.22,20.57,28.32,35.36,32440,35810,42780,58910,73560,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2051,Dietetic Technicians,detailed,130,13.2,0.18,0.9,NA,14.92,31040,1.7,13.49,13.78,14.27,14.76,17.86,28070,28670,29680,30690,37160,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2052,Pharmacy Technicians,detailed,670,9.5,0.932,0.33,NA,20.31,42240,4.5,14.16,15.97,19.81,23.97,28.12,29450,33220,41200,49870,58480,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,490,11.5,0.675,1.26,NA,25.06,52130,3.7,15.4,21.9,26.29,28.94,30.52,32040,45560,54680,60180,63490,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2055,Surgical Technologists,detailed,260,1.2,0.361,0.49,NA,29.2,60740,2.5,17.06,21.09,28.77,36.29,43.12,35490,43860,59830,75490,89700,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2056,Veterinary Technologists and Technicians,detailed,190,2.2,0.259,0.34,NA,28.98,60290,16.9,13.84,16.19,20.46,26.22,44.33,28780,33670,42560,54530,92200,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2057,Ophthalmic Medical Technicians,detailed,130,32.2,0.184,0.46,NA,24.29,50530,6,14.94,18.37,23.53,28.55,33.87,31080,38200,48940,59390,70440,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,1850,6.5,2.559,0.54,NA,26.07,54220,1.4,20.76,22.78,25.82,28.85,31.06,43170,47370,53710,60000,64610,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2081,"Opticians, Dispensing",detailed,**,**,**,**,NA,27.97,58170,5.9,20.4,24.93,28.27,31.72,36.83,42420,51860,58810,65970,76610,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,1010,9,1.39,0.62,NA,28.58,59450,2.6,16.66,20.47,27.07,35.64,42.85,34650,42570,56310,74120,89140,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-9091,Athletic Trainers,detailed,90,0.5,0.123,0.63,NA,*,68400,1.6,*,*,*,*,*,40120,48630,59180,82990,119670,True,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-9092,Genetic Counselors,detailed,40,0,0.057,3.47,NA,40.2,83610,2,30.74,34.88,41.42,46.31,49.43,63940,72560,86160,96330,102810,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,130,7.7,0.185,0.5,NA,39.38,81920,4.8,19.18,24.44,32.41,56.92,66.11,39900,50840,67410,118400,137500,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,18830,3.3,26.023,0.59,NA,16.6,34530,1.3,13.72,14.2,15.02,17.51,22.29,28530,29540,31230,36420,46360,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-1120,Home Health and Personal Care Aides,detailed,11360,5,15.698,0.73,NA,14.98,31150,0.9,13.69,14.06,14.66,15.34,16.73,28480,29240,30500,31910,34800,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-1131,Nursing Assistants,detailed,3460,6.8,4.783,0.49,NA,16.98,35320,1.7,13.83,14.46,15.77,18.87,22.22,28770,30080,32800,39240,46230,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-1132,Orderlies,detailed,200,5.5,0.275,0.86,NA,16.59,34520,1.6,13.76,14.48,15.83,18.51,20.4,28630,30120,32930,38500,42430,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-1133,Psychiatric Aides,detailed,**,**,**,**,NA,15.37,31960,2.6,13.71,14.07,14.66,15.56,18.6,28520,29260,30490,32370,38700,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-2021,Physical Therapist Assistants,detailed,190,8.2,0.256,0.39,NA,19.88,41350,2.9,13.59,16.34,18.32,22.06,28.34,28260,33990,38100,45890,58950,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-2022,Physical Therapist Aides,detailed,80,8.6,0.109,0.33,NA,15.64,32530,2.7,13.71,14.14,14.86,16.46,19.4,28520,29410,30900,34240,40360,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9011,Massage Therapists,detailed,120,36.2,0.165,0.23,NA,21.85,45450,6.4,13.58,13.59,19.55,27.46,34.35,28240,28260,40660,57120,71440,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9091,Dental Assistants,detailed,670,11.3,0.92,0.38,NA,20.91,43500,10.6,13.26,13.27,18.75,25.85,32.01,27590,27600,39000,53770,66580,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9092,Medical Assistants,detailed,1870,4.9,2.587,0.53,NA,21.41,44530,2,15.14,17.93,21.31,24.1,27.94,31480,37300,44320,50130,58120,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9093,Medical Equipment Preparers,detailed,130,2.8,0.185,0.48,NA,23.49,48850,1.7,16.59,18.37,21.87,27.41,32.89,34500,38220,45500,57000,68400,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9094,Medical Transcriptionists,detailed,80,7.5,0.112,0.3,NA,15.95,33170,5.8,13.58,13.59,14.15,15.06,23.07,28250,28260,29440,31320,47990,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9095,Pharmacy Aides,detailed,60,20.1,0.086,0.34,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9097,Phlebotomists,detailed,220,17,0.302,0.35,NA,21.07,43820,1.9,16.65,18.45,20.98,23.48,25.1,34630,38370,43640,48840,52200,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,31-9099,"Healthcare Support Workers, All Other",detailed,200,11.1,0.273,0.43,NA,24.95,51890,3.3,14.78,19.32,23.37,28,38.46,30740,40190,48600,58230,79990,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,29660,5,41,1.72,NA,31.37,65260,9.1,15.24,18.91,27.76,38.76,54.67,31690,39340,57740,80620,113710,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-1011,First-Line Supervisors of Correctional Officers,detailed,60,0,0.082,0.26,NA,41.62,86570,4.2,33.56,36.99,41.86,46.48,49.27,69800,76950,87070,96670,102490,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-1012,First-Line Supervisors of Police and Detectives,detailed,1240,0,1.707,2.07,NA,58.25,121150,2.3,36.92,44.38,57.48,78.04,78.94,76800,92310,119560,162330,164200,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,960,13.3,1.328,2.36,NA,27.94,58110,4.1,18.36,22.08,26.91,31.88,38.21,38180,45930,55980,66310,79470,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-2021,Fire Inspectors and Investigators,detailed,70,17.3,0.1,1.08,NA,38.57,80220,4.6,26.35,30.33,41.79,46.24,48.9,54810,63080,86920,96170,101720,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-3041,Parking Enforcement Workers,detailed,250,0,0.339,6.5,NA,25.8,53670,4.1,19.59,23.19,26.57,29.18,30.74,40750,48240,55270,60690,63930,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-3051,Police and Sheriff's Patrol Officers,detailed,5460,0,7.553,1.67,NA,36.87,76680,2.4,27,30.79,36.34,43.72,48.37,56150,64050,75590,90940,100600,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-9021,Private Detectives and Investigators,detailed,150,25.4,0.208,0.87,NA,33.55,69790,4.5,18.72,27.12,33.93,40.2,47.78,38930,56420,70570,83620,99380,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,14810,9,20.467,2.67,NA,21.25,44200,2.7,14.34,16.1,19.56,25.72,30.59,29820,33480,40690,53500,63620,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-9091,Crossing Guards and Flaggers,detailed,400,16.3,0.552,0.96,NA,17.61,36640,2.5,15.32,16.2,17.49,18.78,20.67,31870,33690,36370,39050,43000,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,210,15,0.295,0.3,NA,20.16,41940,5.2,13.59,16.42,20.36,23.52,26.71,28270,34150,42360,48920,55560,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-9093,Transportation Security Screeners,detailed,140,0,0.197,0.62,NA,52.48,109170,4.3,30.08,34.98,46.07,63.96,77.59,62560,72750,95830,133040,161390,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,160,12,0.227,0.23,NA,27.47,57140,9.1,16.18,18.27,27.03,35.14,38.42,33650,38000,56230,73100,79920,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,60300,1.7,83.343,0.91,NA,18.92,39350,1.8,13.58,13.91,15.44,20.21,28.53,28250,28930,32120,42040,59340,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-1011,Chefs and Head Cooks,detailed,1220,13.4,1.684,1.93,NA,31.67,65870,2.8,21.09,24.23,29.62,36.8,44.72,43860,50390,61600,76540,93010,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,3670,13.2,5.07,0.74,NA,21.66,45060,2.9,14.27,16.07,18.84,25.6,33.82,29680,33430,39190,53250,70350,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,2970,17.8,4.107,1.14,NA,14.01,29140,1.2,13.57,13.58,13.59,14.3,14.85,28230,28240,28260,29750,30890,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,1500,10.4,2.076,0.76,NA,18.11,37670,1.3,14.41,15.68,17.5,19.55,23.73,29970,32620,36410,40660,49370,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,8130,7.4,11.239,1.18,NA,16.91,35170,1.5,13.95,14.62,16.2,18.57,21.51,29010,30410,33700,38630,44730,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-2015,"Cooks, Short Order",detailed,570,36.5,0.79,0.76,NA,15.62,32480,4.9,13.58,13.59,13.59,16.64,19.16,28250,28260,28270,34610,39850,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-2019,"Cooks, All Other",detailed,**,**,**,**,NA,17.99,37410,3,14.11,14.9,17.26,21.09,23.99,29360,30990,35890,43870,49910,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,3780,8.8,5.218,0.89,NA,16.17,33620,2.3,13.59,14.12,15.01,16.77,20.27,28270,29360,31230,34890,42160,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,5290,8.7,7.316,1.66,NA,23.22,48290,4.4,13.58,13.59,20.76,29.88,37.8,28240,28270,43180,62140,78620,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,9670,6.5,13.365,0.49,NA,16.18,33660,1.8,13.59,13.97,14.82,16.81,21.76,28260,29050,30830,34970,45250,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,10940,6.9,15.121,0.86,NA,23.83,49570,6.1,13.57,13.58,17.37,28.67,46.68,28230,28260,36140,59640,97100,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,1290,11.5,1.776,0.94,NA,16.78,34890,2.4,13.57,13.59,15.02,18.33,22.62,28230,28260,31230,38120,47040,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,4510,6.9,6.233,1.92,NA,17.28,35950,1.9,13.58,13.59,15.26,20.68,23.61,28240,28260,31740,43010,49110,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,4290,7.8,5.934,1.69,NA,15.78,32830,1.4,13.59,13.89,14.6,15.92,21.25,28260,28890,30370,33110,44200,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,2330,13.4,3.226,1.12,NA,15.66,32570,1.8,13.59,13.8,14.61,16.5,19.97,28260,28700,30390,34310,41540,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,40,47.9,0.053,0.11,NA,19.77,41120,10.6,14.1,14.87,17.55,23.04,29.43,29330,30930,36510,47920,61220,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,21490,1.9,29.705,0.99,NA,18.04,37530,1.6,13.59,14.4,16.49,20.65,24.43,28270,29940,34300,42950,50800,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,1700,12.8,2.354,2.22,NA,21.43,44570,3.6,14.26,15.53,18.82,24.89,32.52,29650,32310,39150,51780,67640,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,50,16.3,0.063,0.09,NA,29.71,61790,4.3,19.08,22.7,28.6,37.51,42.02,39690,47210,59490,78020,87400,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,12300,5.9,16.998,1.16,NA,16.86,35070,1.8,13.59,14.12,15.57,18.47,22.65,28260,29370,32380,38420,47110,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,5910,6,8.174,1.3,NA,19.35,40240,2.5,13.91,14.8,19.52,22.68,24.69,28930,30780,40590,47170,51350,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-2019,"Building Cleaning Workers, All Other",detailed,**,**,**,**,NA,17.09,35540,3.1,13.26,13.47,16.28,20.27,22.83,27590,28030,33870,42170,47500,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-2021,Pest Control Workers,detailed,30,29.9,0.044,0.08,NA,24.76,51490,7.2,14.78,17.5,23.38,31.02,36.63,30750,36400,48630,64530,76200,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,930,16.6,1.29,0.21,NA,18.17,37800,2.7,13.89,14.52,15.93,20.26,26.59,28890,30200,33130,42150,55310,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-3013,Tree Trimmers and Pruners,detailed,**,**,**,**,NA,30,62390,7,26.92,28.4,30.65,31.13,32.57,56000,59080,63750,64740,67750,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,37-3019,"Grounds Maintenance Workers, All Other",detailed,30,0,0.045,0.46,NA,22.33,46450,2.1,15.58,16.81,19.06,23.71,35.03,32400,34970,39640,49320,72860,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,10700,5.5,14.795,0.66,NA,19.73,41040,2.4,13.58,14.11,16.37,21.85,30.05,28240,29350,34040,45440,62490,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,550,12.8,0.758,0.51,NA,24.51,50980,4.7,15.26,17.35,22.22,31.16,37.68,31730,36090,46210,64810,78380,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,470,35.9,0.653,0.45,NA,17.5,36400,6.4,13.58,13.59,16.37,20.6,23.62,28250,28270,34040,42850,49130,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,300,37.9,0.415,0.18,NA,16.05,33380,5.8,13.58,13.58,14.1,17.67,22.84,28240,28250,29330,36760,47500,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-3092,Costume Attendants,detailed,50,21,0.07,1.38,NA,22.23,46240,3.2,16.67,18.82,21.75,24.54,29.34,34670,39140,45230,51050,61030,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,40,2.5,0.051,0.47,NA,17.6,36610,2.5,13.59,14.88,17.48,19.45,22.31,28260,30950,36350,40450,46400,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-5011,Barbers,detailed,**,**,**,**,NA,14.68,30530,6.8,13.43,13.66,14.05,14.44,14.68,27930,28410,29230,30040,30530,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,870,15.5,1.202,0.46,NA,20.58,42800,11.5,13.57,13.58,15.37,23.95,29.86,28230,28240,31960,49820,62100,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-5091,"Makeup Artists, Theatrical and Performance",detailed,40,31.1,0.054,2.33,NA,49.42,102800,5.6,26.37,41.85,47.41,65.88,75.27,54850,87050,98620,137020,156550,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-5092,Manicurists and Pedicurists,detailed,110,47.9,0.156,0.21,NA,17.51,36420,8.4,13.58,13.59,14.26,14.94,15.36,28250,28270,29650,31080,31940,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-5093,Shampooers,detailed,150,38,0.201,2.44,NA,13.98,29070,2.8,13.57,13.57,13.58,13.59,15.16,28230,28230,28240,28260,31540,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,160,30.5,0.221,0.57,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-6011,Baggage Porters and Bellhops,detailed,870,13,1.2,4.43,NA,17.99,37410,4.7,13.58,13.59,15.3,19.05,24.47,28240,28270,31820,39620,50900,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-6012,Concierges,detailed,1530,10.1,2.119,7.47,NA,17.19,35760,3.4,13.26,13.79,16.2,19.76,23.27,27580,28690,33690,41110,48400,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-7010,Tour and Travel Guides,detailed,140,20.9,0.187,0.57,NA,19.44,40430,7.4,14.16,15,16.86,23.37,28.69,29450,31200,35080,48600,59680,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,1740,27,2.404,0.63,NA,16.41,34140,2.4,13.59,14.16,15.36,17.89,19.77,28260,29450,31950,37210,41110,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,1330,10.8,1.84,0.83,NA,26.99,56130,5.2,13.59,15.21,24.74,35.3,46.47,28260,31630,51450,73420,96650,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,600,2.7,0.831,0.34,NA,24.06,50050,5.4,14.05,16.31,22.82,29.11,36.62,29230,33910,47460,60540,76170,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,680,20.2,0.934,1.27,NA,20.52,42680,4.8,13.59,14.48,17.41,23.21,29.88,28270,30110,36210,48290,62140,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,**,**,**,**,NA,15.59,32420,4.4,13.57,13.58,14.15,17.22,19.85,28240,28250,29430,35820,41290,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,28010,3.4,38.72,0.4,NA,25.69,53440,3.3,13.43,14.24,17.39,29.18,49.03,27930,29610,36170,60700,101980,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1840,12.6,2.537,0.32,NA,23.72,49350,2.2,15.57,17.88,21.85,28,36.31,32390,37200,45440,58230,75530,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,400,13.1,0.548,0.32,NA,40.95,85180,8,18.32,23.04,34.38,46.6,69.42,38100,47930,71500,96930,144400,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,7680,9.9,10.609,0.43,NA,14.99,31180,1.1,13.42,13.51,14.31,15.52,18.08,27920,28110,29760,32280,37600,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,920,27.8,1.277,0.46,NA,16.56,34440,4.6,13.42,13.43,15.2,18.98,22.47,27920,27930,31620,39480,46740,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,90,27.2,0.123,0.07,NA,16.16,33620,8.4,13.42,13.43,14.09,16.02,22.97,27920,27930,29310,33320,47790,,
11,District of Columbia,2,0,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,6620,9.5,9.157,0.31,NA,17.56,36520,4.8,13.43,13.88,14.94,17.9,25.89,27930,28870,31080,37240,53840,,
