AREA,AREA_NAME,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,4850,5.8,2.399,0.57,NA,*,71500,1.5,*,*,*,*,*,47670,57190,70360,84420,100150,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,210,7.9,0.102,1.26,NA,*,76120,1.7,*,*,*,*,*,52040,60370,74830,91750,105120,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,6940,2.6,3.433,0.49,NA,*,73000,1,*,*,*,*,*,51430,59590,72220,85380,99780,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,1200,4,0.596,1.17,NA,*,71560,1.1,*,*,*,*,*,50860,58660,70970,82770,97870,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,420,8.4,0.21,1.38,NA,*,64820,2.5,*,*,*,*,*,34270,53080,63690,78860,95050,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,2320,2.6,1.147,0.87,NA,*,70240,1,*,*,*,*,*,52090,58410,69270,80540,95030,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,640,4,0.317,0.54,NA,*,72120,1,*,*,*,*,*,52630,59070,70410,82530,98710,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,1090,3.2,0.538,0.55,NA,*,73010,0.9,*,*,*,*,*,53390,60110,71650,84370,99080,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,**,**,**,**,NA,*,65790,4.8,*,*,*,*,*,45130,54290,68050,77260,86300,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,1230,12.8,0.611,1.73,NA,26.54,55200,2.5,16.02,22.66,26.91,31.09,36.23,33320,47120,55960,64670,75360,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,4680,8.5,2.317,1.35,NA,26.55,55220,6.1,14.16,17.38,23.56,31.62,45.76,29460,36140,49010,65780,95180,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,7460,3.6,3.693,0.92,NA,21.33,44370,3.5,15.5,18.07,21.46,24.54,28.15,32240,37570,44630,51030,58550,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-3097,"Tutors and Teachers and Instructors, All Other",detailed,2830,26.5,1.399,0.64,NA,*,47210,4,*,*,*,*,*,27050,33210,39900,57690,73150,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,90,21.7,0.045,1.02,NA,29.69,61750,4.3,18.83,21.95,28.07,36.68,45.88,39160,45660,58380,76290,95430,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,160,16.3,0.078,0.89,NA,33.3,69260,3.4,18.51,25.15,31.92,42.02,48.87,38510,52300,66390,87390,101640,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,160,16.8,0.08,0.89,NA,23.67,49220,4.8,14.3,16.79,21.62,28.34,35.78,29750,34930,44970,58940,74430,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,1690,5.8,0.837,0.91,NA,37.62,78240,1.5,26.63,31.9,37.55,44.42,48.87,55380,66350,78110,92400,101650,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,1220,7.1,0.606,1,NA,24.11,50150,2.1,19.11,20.77,23.39,27.46,30.71,39750,43200,48660,57110,63870,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,1260,7.5,0.625,0.52,NA,34.31,71370,2.1,21.73,26.74,33.44,40.28,48.73,45200,55620,69560,83780,101370,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,570,9.1,0.283,0.3,NA,*,57670,4.6,*,*,*,*,*,37740,49130,57990,68050,76640,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,19020,3.8,9.412,1.03,NA,*,38090,2.9,*,*,*,*,*,26630,31080,37080,44190,49850,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,1220,21.7,0.605,0.69,NA,26.94,56040,3,17.31,20.87,25.78,32.09,37.53,36000,43400,53620,66750,78060,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,34940,5.1,17.287,1.26,NA,32.02,66590,2.6,14.47,19.36,28.64,38.85,53.75,30090,40270,59560,80810,111790,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,560,13.6,0.278,0.95,NA,51.68,107490,2.9,33.85,40.63,49.81,60.21,74.45,70410,84500,103610,125230,154860,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,240,19.1,0.117,1.39,NA,29.95,62290,7.8,12.62,16.3,26.94,37.08,57.05,26240,33910,56030,77120,118670,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,1090,20.6,0.541,2.71,NA,44.09,91700,4.2,27.86,33.61,42.7,50.34,64.34,57940,69900,88810,104710,133830,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,310,18.3,0.153,0.68,NA,41.68,86690,6.5,24.27,29.95,40.73,52.27,62.17,50480,62290,84730,108730,129310,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,400,31.5,0.196,1.31,NA,31.71,65960,4.7,16.1,22.3,30.93,38.22,48.67,33490,46380,64330,79490,101230,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,450,30.5,0.225,0.79,NA,16.8,34950,3.8,12.88,14.14,16.39,18.95,22.45,26800,29420,34090,39410,46710,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,4150,6.9,2.053,1.4,NA,38.48,80050,6.8,21.46,26.67,33.06,43.87,66.67,44640,55480,68760,91260,138670,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,1200,17.6,0.594,1.44,NA,31.56,65640,3,17.79,23.88,29.51,37.16,48.04,36990,49670,61370,77300,99930,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,1760,15.1,0.872,0.91,NA,20.4,42430,4.1,13.71,15.89,18.14,22.48,31.46,28510,33060,37720,46750,65440,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,180,25.2,0.09,1.1,NA,21.13,43940,4.8,15.49,16.55,18.3,25.06,31.32,32210,34420,38060,52120,65140,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,**,**,**,**,NA,32.74,68100,3.7,22.2,30.84,33.79,36.72,38.48,46180,64150,70280,76380,80040,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,500,25.6,0.248,0.69,NA,22.55,*,6.2,12.01,14.75,23.29,27.02,29.74,*,*,*,*,*,,True
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,1870,12.2,0.924,1.05,NA,36.91,76770,2.4,21.08,26.68,33.16,42.76,55.27,43850,55490,68970,88940,114950,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2021,Athletes and Sports Competitors,detailed,100,33.2,0.048,0.63,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,7500,12.1,3.713,2.26,NA,*,45180,4.4,*,*,*,*,*,25260,28520,37270,51390,75270,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,470,35.2,0.234,1.71,NA,*,41740,6.9,*,*,*,*,*,26470,30290,40200,48150,67980,True,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,140,27.9,0.067,1.01,NA,28.43,*,7.7,13.89,24.75,28.38,34.45,42.7,*,*,*,*,*,,True
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,100,14.6,0.051,0.7,NA,33.38,69440,15,15.38,18.45,28.83,47.24,60.52,31990,38380,59960,98250,125880,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,600,39.9,0.299,1.07,NA,34.87,*,5.6,21.27,28.76,35.01,41.63,48.16,*,*,*,*,*,,True
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",detailed,70,28.5,0.035,0.32,NA,27.01,*,10.8,12.81,14.45,23.2,31.1,54.28,*,*,*,*,*,,True
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,330,43.4,0.163,0.82,NA,39.5,82170,11.8,15.85,18.29,24.17,38.48,97.58,32960,38050,50270,80040,202970,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,470,15.5,0.231,0.77,NA,40.11,83430,3.6,20.22,25.03,33.91,45.86,69.8,42050,52050,70530,95390,145170,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,4240,8.4,2.097,1.26,NA,38.54,80160,4.3,19.45,25.76,33.8,45.85,62.52,40460,53570,70310,95370,130040,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,1370,13.6,0.678,1.04,NA,37.61,78230,3,21.09,27.46,35.6,45.38,56.41,43860,57110,74050,94380,117340,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,990,13.3,0.492,1.42,NA,42.33,88040,2.3,26.23,33.51,41.21,50.83,62.57,54550,69700,85710,105730,130140,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,1140,21.6,0.562,1.8,NA,32.9,68430,5.1,15.34,23.06,30.16,40.92,53.91,31900,47960,62730,85110,112140,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,430,12,0.212,0.53,NA,27.68,57570,3.1,18,22.1,27.15,31.83,39.03,37430,45980,56460,66200,81190,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,50,20.9,0.024,0.25,NA,43.63,90760,3.7,33.24,38.44,44.45,49.4,55.01,69140,79950,92450,102740,114430,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,700,42.2,0.348,2.03,NA,32.05,66670,7.5,20.18,22.88,29.21,36.18,39.96,41980,47590,60750,75250,83110,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,1280,15.9,0.634,1.26,NA,34.58,71920,6.4,18.77,23.14,29.88,43.93,57.85,39050,48130,62150,91380,120330,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,240,16.2,0.119,0.61,NA,25.49,53030,3.8,13.3,16.67,25.35,33.71,38.02,27660,34680,52740,70120,79080,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,140,45.6,0.069,0.79,NA,29.1,60530,6.2,17.85,21.24,26.2,35.81,47.52,37120,44180,54490,74480,98850,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,790,12.3,0.389,1.13,NA,26.36,54820,4.7,14.91,17.01,25.46,34.06,43.27,31010,35380,52950,70850,90000,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,180,17.8,0.087,0.59,NA,30.18,62770,6.6,15.69,21.85,31.56,38.05,45.03,32640,45460,65650,79140,93670,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,240,25.5,0.117,0.62,NA,40.25,83730,6.3,20.1,26.85,35.07,48.79,61.7,41810,55840,72950,101490,128340,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,230,24.6,0.111,0.7,NA,35.24,73310,7.5,14.01,24.58,37.23,45.65,54.27,29150,51130,77440,94960,112880,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,101570,3.8,50.259,0.85,NA,47.93,99690,2.6,21.25,29.64,40.69,54.79,77.67,44190,61640,84640,113970,161560,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1011,Chiropractors,detailed,660,27.7,0.328,1.37,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,2020,5.1,1,1.33,NA,81.87,170290,9.4,35.68,58.03,72.96,99.33,#,74220,120710,151750,206600,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1022,Oral and Maxillofacial Surgeons,detailed,**,**,**,**,NA,#,#,19.8,#,#,#,#,#,#,#,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1029,"Dentists, All Other Specialists",detailed,50,11.3,0.027,0.73,NA,77.57,161350,8.6,45.49,54.93,71.67,84.06,#,94620,114260,149070,174840,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,1000,12.8,0.495,1.07,NA,31.66,65850,4.1,18.68,25.64,30.44,37.23,43.79,38850,53340,63320,77450,91080,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,660,25.9,0.325,1.21,NA,60.98,126840,8.2,40.86,48.15,57.73,69.31,83.42,84990,100160,120070,144170,173510,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,3310,6,1.636,0.77,NA,60.91,126690,1.9,37.87,55.5,64.12,72.57,77.96,78770,115440,133360,150950,162150,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,1690,10.5,0.837,1.02,NA,63.75,132610,2.1,49.54,54.9,64.84,74.49,80.88,103040,114190,134860,154950,168230,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1081,Podiatrists,detailed,100,27.6,0.049,0.74,NA,69.01,143540,14.6,27.32,36.73,49.46,93.04,#,56820,76400,102870,193520,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1122,Occupational Therapists,detailed,1690,8.4,0.837,0.92,NA,40.83,84930,2.6,28.23,33.8,40.78,48.22,55.82,58710,70310,84820,100290,116100,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1123,Physical Therapists,detailed,3820,7.8,1.892,1.19,NA,42.86,89150,1.6,32.37,37.91,43.44,48.36,55.03,67340,78860,90360,100590,114450,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1124,Radiation Therapists,detailed,210,16.2,0.102,0.84,NA,49.95,103890,3.1,33.06,39.57,48.19,59.01,71.19,68760,82300,100240,122740,148070,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1125,Recreational Therapists,detailed,130,11.7,0.066,0.51,NA,32.78,68180,3.5,21.95,26.51,32.57,38.89,45.33,45660,55140,67740,80890,94280,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1126,Respiratory Therapists,detailed,1110,11.4,0.548,0.61,NA,35.28,73380,1.5,26.29,29.54,34.76,40.94,46.77,54690,61440,72300,85160,97280,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1127,Speech-Language Pathologists,detailed,1800,16.1,0.888,0.85,NA,37.07,77110,5.1,18.03,30.6,37.6,46.02,53.58,37510,63650,78210,95720,111450,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1128,Exercise Physiologists,detailed,**,**,**,**,NA,25.16,52330,7.6,14.61,19.13,25.01,32.01,36.2,30400,39790,52020,66570,75300,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1129,"Therapists, All Other",detailed,60,24.3,0.031,0.38,NA,38.04,79110,4.6,25.58,30.04,38.3,46.11,52.73,53200,62480,79660,95900,109670,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1131,Veterinarians,detailed,1060,12.5,0.525,1.04,NA,47.59,98990,4,33.67,39.68,46.37,55.58,62.69,70030,82530,96460,115600,130390,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,33180,7.3,16.418,0.81,NA,43.62,90730,1.3,31.53,35.65,42.92,50.96,59.36,65580,74160,89270,106000,123470,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1151,Nurse Anesthetists,detailed,**,**,**,**,NA,91.7,190730,4.8,64.53,82.94,90.91,98.84,#,134230,172510,189100,205580,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1161,Nurse Midwives,detailed,40,17.7,0.022,0.46,NA,55.03,114470,2.1,49.84,52.16,55.92,59.67,61.92,103660,108500,116310,124110,128800,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1171,Nurse Practitioners,detailed,2530,14.8,1.25,0.92,NA,59.97,124730,1.7,41.99,53.03,60.91,70.19,76.63,87350,110300,126700,146000,159400,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1181,Audiologists,detailed,270,27.3,0.134,1.45,NA,46.36,96430,6.7,32.44,37.18,44.27,55.06,68.64,67460,77340,92080,114530,142780,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1211,Anesthesiologists,detailed,740,44.2,0.367,1.74,NA,123.02,255870,12.3,35.72,#,#,#,#,74300,#,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1215,Family Medicine Physicians,detailed,630,22.5,0.311,0.42,NA,116.02,241310,9.8,31.45,90.56,#,#,#,65420,188370,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1216,General Internal Medicine Physicians,detailed,**,**,**,**,NA,99.19,206320,8,30.05,65.63,94.66,#,#,62500,136500,196890,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1218,Obstetricians and Gynecologists,detailed,210,23.3,0.105,0.83,NA,109.5,227760,10.3,59.65,77.7,#,#,#,124060,161610,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1221,"Pediatricians, General",detailed,220,21.9,0.111,0.55,NA,96.07,199830,14.7,34.34,62.93,93.5,#,#,71430,130890,194480,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1223,Psychiatrists,detailed,440,25.2,0.217,1.25,NA,134.71,280200,8.2,98.53,#,#,#,#,204940,#,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,6050,12.5,2.994,1.13,NA,116.08,241440,5.7,52.56,80.26,#,#,#,109330,166930,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1248,"Surgeons, Except Ophthalmologists",detailed,750,18,0.37,1.5,NA,107.67,223960,10.5,31.72,46.89,#,#,#,65990,97520,#,#,#,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1292,Dental Hygienists,detailed,3770,13.4,1.864,1.24,NA,45.64,94930,3.9,29.89,42.1,46.58,51.35,58.76,62170,87580,96900,106810,122220,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,870,16.8,0.43,1.73,NA,36.83,76610,5.1,18.13,26.24,31.91,43.48,56.65,37720,54590,66380,90440,117840,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2010,Clinical Laboratory Technologists and Technicians,detailed,4460,9.4,2.206,0.99,NA,29.6,61570,1.9,17.22,21.53,28.94,37.25,44.63,35810,44790,60190,77480,92820,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2031,Cardiovascular Technologists and Technicians,detailed,520,16,0.258,0.68,NA,31.2,64890,3.4,18.24,21.66,28.65,40.65,48.59,37930,45050,59590,84550,101070,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2032,Diagnostic Medical Sonographers,detailed,950,13.7,0.472,0.95,NA,44.79,93170,1.2,34.21,40.14,45.2,50.4,57.73,71150,83490,94020,104830,120090,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2033,Nuclear Medicine Technologists,detailed,170,14.5,0.085,0.69,NA,48.18,100220,2.3,34.82,40.93,48.86,56.7,61.89,72420,85130,101630,117940,128740,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2034,Radiologic Technologists and Technicians,detailed,2120,10.5,1.049,0.74,NA,36.8,76540,1.5,26.58,30.72,35.99,42.76,48.97,55290,63900,74870,88940,101850,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2035,Magnetic Resonance Imaging Technologists,detailed,510,27.6,0.251,0.97,NA,48.04,99920,2.3,35.55,41.63,48.93,56.9,61.37,73950,86590,101780,118350,127660,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2040,Emergency Medical Technicians and Paramedics,detailed,2360,3.9,1.169,0.66,NA,26.92,55990,12.6,13.35,15.87,20.56,40.13,49.92,27770,33020,42770,83470,103830,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2051,Dietetic Technicians,detailed,310,25.6,0.154,0.77,NA,19.76,41090,8.3,12.11,13.29,19.14,25.19,29.75,25180,27650,39810,52390,61870,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2052,Pharmacy Technicians,detailed,3960,7.7,1.961,0.69,NA,21.61,44940,1.7,16.15,18.63,21.5,24.57,28.35,33600,38750,44730,51100,58970,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,1070,14.6,0.529,0.99,NA,19.51,40590,2.6,15.18,16.93,19.33,22.33,24.33,31580,35210,40200,46460,50610,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2055,Surgical Technologists,detailed,1210,10.7,0.6,0.81,NA,29.44,61240,1.3,21.31,24.94,28.98,34.25,38.27,44330,51880,60280,71250,79600,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2056,Veterinary Technologists and Technicians,detailed,1340,12.6,0.663,0.88,NA,19.61,40790,3.3,15.87,17.02,18.91,21.92,24.35,33010,35390,39320,45590,50640,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2057,Ophthalmic Medical Technicians,detailed,620,24.3,0.306,0.77,NA,21.53,44790,2.5,16.33,17.97,20.96,24.18,28.82,33960,37370,43600,50300,59950,,
42660,"Seattle-Tacoma-Bellevue, WA",4,0,Cross-industry,cross-industry,1235,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,4210,6.3,2.082,0.44,NA,29.02,60360,1.4,23.19,25.85,28.78,32.25,36.78,48230,53760,59860,67070,76490,,
